reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp,before_temp_change,after_temp_change,across_temp_change,accident_category
CSX,000209591,2023-02-01,3:00 AM,Side collision,0,AVON,IN,16,4.0,Dark,Clear,Yard,Freight Train,0,10914,58,58688,H307,39.759821,-86.327532,18.4,20.2,29.1,1.8000000000000007,8.900000000000002,10.700000000000003,Other
CSX,000209591,2023-02-01,3:00 AM,Side collision,0,AVON,IN,16,4.0,Dark,Clear,Yard,Yard/switching,8,47716,0,58688,H307,39.759821,-86.327532,18.4,20.2,29.1,1.8000000000000007,8.900000000000002,10.700000000000003,Other
CSX,000158614,2016-03-30,5:25 PM,Other impacts,0,AVON,IN,69,3.0,Dusk,Rain,Yard,Single Car,7,13700,0,14128,M599,39.759366,-86.346097,45.7,52.3,59.3,6.599999999999994,7.0,13.599999999999994,Other
CSX,000158614,2016-03-30,5:25 PM,Other impacts,0,AVON,IN,69,3.0,Dusk,Rain,Yard,Single Car,7,428,0,14128,M599,39.759366,-86.346097,45.7,52.3,59.3,6.599999999999994,7.0,13.599999999999994,Other
CSX,000139827,2015-01-10,12:11 AM,Other impacts,0,AVON,IN,3,4.0,Dark,Clear,Yard,Single Car,17,11054,0,11054,M407,39.759342,-86.347116,10.4,10.6,29.4,0.1999999999999993,18.799999999999997,19.0,Other
CSX,000165443,2016-12-23,8:30 PM,Other impacts,0,AVON,IN,36,4.0,Dark,Rain,Yard,Single Car,10,100,0,59175,S014,39.759023,-86.364335,35.0,33.5,40.1,-1.5,6.600000000000001,5.100000000000001,Other
CSX,000140119,2015-01-16,7:57 AM,Side collision,0,AVON,IN,30,2.0,Day,Clear,Yard,Yard/switching,3,0,0,26197,M407,39.759342,-86.347116,24.4,31.2,39.4,6.800000000000001,8.2,15.0,Other
CSX,000140119,2015-01-16,7:57 AM,Side collision,0,AVON,IN,30,2.0,Day,Clear,Yard,Single Car,14,26197,0,26197,M407,39.759342,-86.347116,24.4,31.2,39.4,6.800000000000001,8.2,15.0,Other
CSX,000165443,2016-12-23,8:30 PM,Other impacts,0,AVON,IN,36,4.0,Dark,Rain,Yard,Single Car,10,59075,0,59175,S014,39.759023,-86.364335,35.0,33.5,40.1,-1.5,6.600000000000001,5.100000000000001,Other
CSX,000155330,2015-12-19,2:15 AM,Broken train collision,0,AVON,IN,25,4.0,Dark,Clear,Yard,Yard/switching,4,33339,0,33339,E31C,39.759366,-86.346097,30.4,27.7,38.5,-2.6999999999999993,10.8,8.100000000000001,Other
MBTA,YR2020135,2020-11-25,9:20 PM,Obstruction,0,AYER,MA,41,3.0,Dusk,Rain,Main,Passenger Train - Pushing,41,15132,0,15132,M402,42.557923,-71.543066,34.2,31.9,39.7,-2.3000000000000043,7.800000000000004,5.5,Other
LI,EQ20170201,2017-02-07,8:10 PM,Derailment,0,BABYLON,NY,41,4.0,Dark,Cloudy,Yard,EMU,5,0,57161,57161,M507,40.705102,-73.313195,40.0,37.9,50.6,-2.1000000000000014,12.700000000000003,10.600000000000001,Other
MNN,MN10262022,2022-10-26,8:25 AM,Derailment,0,BADGER,MN,33,2.0,Day,Clear,Main,Freight Train,3,0,0,0,T202,48.771925,-96.027499,35.6,34.9,43.0,-0.7000000000000028,8.100000000000001,7.399999999999999,Track-related
UP,1117KC001,2017-11-01,3:20 AM,Hwy-rail crossing,0,BAILEYVILLE,KS,34,4.0,Dark,Cloudy,Main,Freight Train,37,25132,1226,26358,M308,39.841601,-96.181105,30.4,39.8,47.4,9.399999999999999,7.600000000000001,17.0,Other
BNSF,CA0422111,2022-04-23,3:21 PM,Derailment,0,BAKERSFIELD,CA,78,2.0,Day,Clear,Yard,Light loco(s),6,13886,4500,18386,H306,35.371319,-119.024911,56.5,59.8,67.2,3.299999999999997,7.400000000000006,10.700000000000003,Other
SJVR,SJV805421L,2021-06-17,4:20 AM,Head on collision,0,BAKERSFIELD,CA,73,4.0,Dark,Clear,Siding,Freight Train,0,100000,0,400200,H702,35.316951,-119.026274,82.8,88.9,95.8,6.1000000000000085,6.8999999999999915,13.0,Other
SJVR,SJV805421L,2021-06-17,4:20 AM,Head on collision,0,BAKERSFIELD,CA,73,4.0,Dark,Clear,Siding,Freight Train,19,300000,200,400200,H702,35.316951,-119.026274,82.8,88.9,95.8,6.1000000000000085,6.8999999999999915,13.0,Other
MQT,MQT568018S,2018-02-02,1:15 PM,Other impacts,0,BALDWIN,MI,12,2.0,Day,Snow,Yard,Yard/switching,8,47518,0,47518,H021,43.89752,-85.884751,18.3,11.7,21.7,-6.600000000000001,10.0,3.3999999999999986,Other
CSX,000216222,2024-02-15,1:12 AM,Side collision,0,BALTIMORE,MD,38,4.0,Dark,Clear,Yard,Light loco(s),0,18733,559,65729,H704,39.275963,-76.559604,37.9,34.8,41.7,-3.1000000000000014,6.900000000000006,3.8000000000000043,Other
CSX,000216222,2024-02-15,1:12 AM,Side collision,0,BALTIMORE,MD,38,4.0,Dark,Clear,Yard,Freight Train,8,46437,0,65729,H704,39.275963,-76.559604,37.9,34.8,41.7,-3.1000000000000014,6.900000000000006,3.8000000000000043,Other
NS,114865,2015-03-16,10:45 PM,Derailment,0,BALTIMORE,MD,48,4.0,Dark,Clear,Yard,Freight Train,6,13564,300,13864,H702,39.29664,-76.540858,46.7,43.6,52.8,-3.1000000000000014,9.199999999999996,6.099999999999994,Other
NS,152636,2023-03-25,5:59 AM,Derailment,0,BALTIMORE,MD,45,1.0,Dawn,Clear,Yard,Freight Train,6,9100,17202,26302,T110,39.287421,-76.559359,52.6,47.4,56.1,-5.200000000000003,8.700000000000003,3.5,Track-related
GTW,911295,2017-01-16,9:03 PM,Hwy-rail crossing,0,BANCROFT,MI,32,4.0,Dark,Sleet,Main,Freight Train,48,247,17328,17575,M399,42.873104,-84.075386,23.9,27.6,35.6,3.700000000000003,8.0,11.700000000000003,Other
WC,1052454,2020-10-27,12:25 PM,Hwy-rail crossing,0,BARRON,WI,27,2.0,Day,Clear,Main,Freight Train,35,25000,10500,35500,M302,45.403236,-91.82725,25.0,22.7,35.0,-2.3000000000000007,12.3,10.0,Other
BNSF,CH0418120,2018-04-29,8:05 AM,Derailment,0,BARSTOW,IL,45,1.0,Dawn,Clear,Yard,Freight Train,3,4761,12817,17578,H607,41.51975,-90.353262,47.6,49.9,65.5,2.299999999999997,15.600000000000001,17.9,Other
BNSF,CH0221121,2021-02-26,2:30 AM,Derailment,0,BARSTOW,IL,29,4.0,Dark,Clear,Yard,Freight Train,5,17000,7500,24500,T220,41.519761,-90.351525,29.4,31.5,38.8,2.1000000000000014,7.299999999999997,9.399999999999999,Other
BNSF,CA0621109,2021-06-11,4:40 PM,Derailment,0,BARSTOW,CA,93,2.0,Day,Clear,Yard,Light loco(s),5,72658,500,73158,T207,34.89214,-117.07755,69.5,75.4,82.1,5.900000000000006,6.699999999999989,12.599999999999994,Track-related
ATK,135051,2014-11-01,5:25 AM,Derailment,0,BARTLEY,NE,28,1.0,Dawn,Clear,Main,Passenger Train - Pulling,78,178000,0,363900,T204,40.2641,-100.246809,36.2,42.0,55.7,5.799999999999997,13.700000000000003,19.5,Track-related
BNSF,NE1114100,2014-11-01,5:25 AM,Derailment,0,BARTLEY,NE,28,1.0,Dawn,Clear,Main,Freight Train,0,0,185900,363900,T204,40.264106,-100.246809,36.2,42.0,55.7,5.799999999999997,13.700000000000003,19.5,Track-related
GRYR,GR013019,2019-01-30,9:50 AM,Derailment,0,BATESVILLE,MS,0,2.0,Day,Clear,Siding,Freight Train,7,128600,7012,135612,T001,34.306514,-89.959219,30.8,30.2,37.9,-0.6000000000000014,7.699999999999999,7.099999999999998,Track-related
BRS,231102004,2023-11-02,10:30 PM,Derailment,0,BATON ROUGE,LA,45,4.0,Dark,Clear,Yard,Cut of cars,0,12284,0,110706,T110,30.576924,-91.216147,47.7,50.9,57.6,3.1999999999999957,6.700000000000003,9.899999999999999,Track-related
BRS,231102004,2023-11-02,10:30 PM,Derailment,0,BATON ROUGE,LA,45,4.0,Dark,Clear,Yard,Yard/switching,10,77379,21043,110706,T210,30.576924,-91.216147,47.7,50.9,57.6,3.1999999999999957,6.700000000000003,9.899999999999999,Track-related
GTW,909348,2016-12-21,12:13 PM,Hwy-rail crossing,0,BATTLE CREEK,MI,30,2.0,Day,Cloudy,Main,Freight Train,30,180,18430,18610,M303,42.316502,-85.187103,18.7,26.1,34.0,7.400000000000002,7.899999999999999,15.3,Other
BNSF,CH0315107,2015-03-31,3:45 PM,Obstruction,0,BAY CITY,WI,68,2.0,Day,Clear,Main,Maint./inspect Car,0,35000,0,58000,H997,44.584854,-92.43944,42.6,45.8,59.7,3.1999999999999957,13.900000000000006,17.1,Other
BNSF,CH0315107,2015-03-31,3:45 PM,Obstruction,0,BAY CITY,WI,68,2.0,Day,Clear,Main,Maint./inspect Car,15,23000,0,58000,H997,44.584854,-92.43944,42.6,45.8,59.7,3.1999999999999957,13.900000000000006,17.1,Other
NJTR,201601030,2016-01-05,4:30 PM,Derailment,0,BAY HEAD,NJ,24,4.0,Dark,Clear,Yard,Commuter Train - Pulling,2,10000,1000,11000,T223,40.075069,-74.052753,27.1,18.5,26.2,-8.600000000000001,7.699999999999999,-0.9000000000000021,Other
NYA,NYA00088F,2023-02-07,8:37 PM,Derailment,0,BAY SHORE,NY,45,4.0,Dark,Rain,Yard,Freight Train,6,0,36455,36455,M507,40.773618,-73.275888,41.6,35.7,43.0,-5.899999999999999,7.299999999999997,1.3999999999999986,Other
BNSF,PR1016106,2016-10-12,7:06 AM,Derailment,0,BAYARD,NE,29,1.0,Dawn,Clear,Main,Freight Train,40,6000,142500,148500,E61C,41.76417,-103.364158,47.3,40.3,49.9,-7.0,9.600000000000001,2.6000000000000014,Other
UP,0118HO015,2018-01-14,10:45 AM,Other impacts,0,BAYTOWN,TX,46,2.0,Day,Clear,Yard,Yard/switching,7,4130,99,12591,H318,29.794928,-95.01725,41.1,41.8,52.7,0.6999999999999957,10.900000000000006,11.600000000000001,Other
UP,0118HO015,2018-01-14,10:45 AM,Other impacts,0,BAYTOWN,TX,46,2.0,Day,Clear,Yard,Single Car,0,8362,0,12591,H318,29.794928,-95.01725,41.1,41.8,52.7,0.6999999999999957,10.900000000000006,11.600000000000001,Other
RLAX,RLAX22021,2021-02-20,2:05 AM,Raking collision,0,BAYTOWN,TX,40,4.0,Dark,Clear,Yard,Yard/switching,6,11200,0,11200,H021,29.765834,-94.895833,37.3,44.8,58.3,7.5,13.5,21.0,Other
NS,124330,2017-03-15,10:55 PM,Derailment,0,BEALLSVILLE,OH,32,4.0,Dark,Snow,Main,Freight Train,7,165097,5000,170097,M101,39.898787,-80.967103,25.7,20.6,29.5,-5.099999999999998,8.899999999999999,3.8000000000000007,Other
UP,1118HO036,2018-11-27,1:10 PM,Fire/violent rupture,0,BEAUMONT,TX,60,2.0,Day,Cloudy,Main,Freight Train,20,57722,99,57821,E73L,30.058059,-94.261714,48.4,46.7,57.5,-1.6999999999999957,10.799999999999997,9.100000000000001,Other
BNSF,RD0322104,2022-03-04,5:04 PM,Derailment,0,BEAUMONT,TX,55,3.0,Dusk,Clear,Yard,Freight Train,5,36512,0,36512,H514,30.090821,-94.100044,59.9,63.8,72.7,3.8999999999999986,8.900000000000006,12.800000000000004,Other
BRC,014534,2022-04-28,6:40 PM,Derailment,0,BEDFORD PARK,IL,35,3.0,Dusk,Cloudy,Yard,Yard/switching,7,25189,4000,29189,H399,41.76735,-87.75735,39.5,47.1,58.5,7.600000000000001,11.399999999999999,19.0,Other
BRC,14609,2023-02-24,5:30 PM,Other impacts,1,BEDFORD PARK,IL,26,2.0,Day,Clear,Yard,Yard/switching,15,358807,100000,458807,H523,41.7675,-87.77611,34.1,24.2,31.8,-9.900000000000002,7.600000000000001,-2.3000000000000007,Other
BRC,13551,2015-03-28,11:30 AM,Derailment,0,BEDFORD PARK,IL,38,2.0,Day,Clear,Yard,Yard/switching,5,1711,15735,17446,H702,41.761686,-87.748635,28.8,29.6,37.6,0.8000000000000007,8.0,8.8,Other
BRC,13696,2016-03-05,1:15 AM,Derailment,0,BEDFORD PARK,IL,30,4.0,Dark,Clear,Yard,Freight Train,0,0,985,52814,H307,41.767544,-87.744455,31.8,35.6,43.1,3.8000000000000007,7.5,11.3,Other
BRC,14620,2023-03-15,12:20 AM,Derailment,0,BEDFORD PARK,IL,25,4.0,Dark,Clear,Yard,Yard/switching,5,136205,1000,137205,H702,41.768,-87.78031,28.5,37.9,44.9,9.399999999999999,7.0,16.4,Other
BRC,13693,2016-02-26,10:00 PM,Derailment,0,BEDFORD PARK,IL,30,4.0,Dark,Clear,Yard,Yard/switching,5,12563,1225,13788,T212,41.773778,-87.779529,34.3,32.4,41.2,-1.8999999999999986,8.800000000000004,6.900000000000006,Other
BRC,13792,2016-11-16,8:30 PM,Derailment,0,BEDFORD PARK,IL,50,4.0,Dark,Clear,Yard,Yard/switching,2,6966,31527,38493,M405,41.766851,-87.768896,47.5,49.7,61.4,2.200000000000003,11.699999999999996,13.899999999999999,Other
BRC,14241,2019-03-04,5:35 PM,Derailment,0,BEDFORD PARK,IL,9,2.0,Day,Clear,Yard,Yard/switching,7,23810,11050,34860,M410,41.767991,-87.777286,20.1,6.2,14.2,-13.900000000000002,7.999999999999999,-5.900000000000002,Other
BRC,14492,2021-11-29,8:13 PM,Derailment,0,BEDFORD PARK,IL,27,4.0,Dark,Cloudy,Yard,Cut of cars,5,15929,500,16429,T220,41.76814,-87.74735,33.3,34.6,42.1,1.3000000000000043,7.5,8.800000000000004,Other
BRC,014227,2019-02-02,6:00 AM,Derailment,0,BEDFORD PARK,IL,20,4.0,Dark,Clear,Yard,Freight Train,3,10839,12300,23139,H310,41.767267,-87.784989,12.3,31.0,43.1,18.7,12.100000000000001,30.8,Other
BRC,13527,2015-02-23,12:30 AM,Derailment,0,BEDFORD PARK,IL,4,4.0,Dark,Clear,Yard,Yard/switching,0,0,3885,24343,H702,41.767426,-87.796281,19.7,6.5,18.7,-13.2,12.2,-1.0,Other
BRC,13661,2015-11-25,1:00 PM,Derailment,0,BEDFORD PARK,IL,45,2.0,Day,Clear,Yard,Freight Train,0,0,26980,93437,H503,41.76175,-87.741168,35.8,46.9,56.3,11.100000000000001,9.399999999999999,20.5,Other
BRC,13575,2015-05-24,5:39 PM,Other impacts,0,BEDFORD PARK,IL,73,2.0,Day,Cloudy,Yard,Yard/switching,4,18679,20000,38679,T305,41.766599,-87.768784,68.0,68.4,75.2,0.4000000000000057,6.799999999999997,7.200000000000003,Track-related
BRC,14198,2018-11-10,1:20 AM,Derailment,0,BEDFORD PARK,IL,19,4.0,Dark,Clear,Industry,Freight Train,4,47739,0,47739,T110,41.775628,-87.818914,31.5,26.5,34.3,-5.0,7.799999999999997,2.799999999999997,Track-related
ATK,135866,2015-01-08,3:20 AM,Derailment,0,BEECH GROVE,IN,-8,4.0,Dark,Clear,Yard,Yard/switching,5,13361,0,13361,T311,39.724699,-86.081936,4.8,4.0,10.9,-0.7999999999999998,6.9,6.1000000000000005,Track-related
IC,1126343,2023-02-26,2:10 PM,Derailment,0,BELLE RIVE,IL,50,2.0,Day,Clear,Main,Freight Train,27,4070,483048,487118,E61C,38.284996,-88.733025,41.2,47.7,59.8,6.5,12.099999999999994,18.599999999999994,Other
NS,132541,2019-01-21,1:30 PM,Derailment,0,BELLEVUE,OH,2,2.0,Day,Snow,Yard,Yard/switching,15,167849,3210,171059,S006,41.294374,-82.777474,12.3,2.9,18.2,-9.4,15.299999999999999,5.899999999999999,Other
NS,113841,2015-01-14,10:00 PM,Other impacts,0,BELLEVUE,OH,0,4.0,Dark,Clear,Yard,Yard/switching,8,157600,84120,241720,H316,41.273354,-82.834598,12.5,4.6,17.0,-7.9,12.4,4.5,Other
NS,151571,2022-11-28,12:57 PM,Derailment,0,BELLEVUE,OH,41,2.0,Day,Clear,Yard,Freight Train,6,30000,2061,32061,H501,41.273331,-82.834591,45.6,40.0,46.9,-5.600000000000001,6.899999999999999,1.2999999999999972,Other
NS,152581,2023-03-19,7:30 AM,Side collision,0,BELLEVUE,OH,30,1.0,Dawn,Cloudy,Yard,Yard/switching,3,300,0,115908,H399,41.288345,-82.801972,26.2,26.6,36.6,0.40000000000000213,10.0,10.400000000000002,Other
NS,114072,2015-01-28,9:40 AM,Other impacts,0,BELLEVUE,OH,18,2.0,Day,Clear,Yard,Yard/switching,3,16000,0,16000,M408,41.286173,-82.810424,16.1,15.8,31.6,-0.3000000000000007,15.8,15.5,Other
NS,151571,2022-11-28,12:57 PM,Derailment,0,BELLEVUE,OH,41,2.0,Day,Clear,Yard,Freight Train,0,0,0,32061,H501,41.273331,-82.834591,45.6,40.0,46.9,-5.600000000000001,6.899999999999999,1.2999999999999972,Other
NS,144822,2022-03-29,3:27 AM,Other impacts,0,BELLEVUE,OH,19,4.0,Dark,Clear,Yard,Single Car,0,7650,1249,59156,H312,41.291944,-82.784808,24.6,29.0,51.7,4.399999999999999,22.700000000000003,27.1,Other
NS,144822,2022-03-29,3:27 AM,Other impacts,0,BELLEVUE,OH,19,4.0,Dark,Clear,Yard,Single Car,10,200,0,59156,H312,41.291944,-82.784808,24.6,29.0,51.7,4.399999999999999,22.700000000000003,27.1,Other
NS,144822,2022-03-29,3:27 AM,Other impacts,0,BELLEVUE,OH,19,4.0,Dark,Clear,Yard,Single Car,10,50057,0,59156,H312,41.291944,-82.784808,24.6,29.0,51.7,4.399999999999999,22.700000000000003,27.1,Other
NS,143267,2021-10-24,5:25 PM,Other impacts,0,BELLEVUE,OH,72,3.0,Dusk,Rain,Yard,Yard/switching,10,33519,700,34219,M411,41.289044,-82.794257,47.9,47.9,54.8,0.0,6.899999999999999,6.899999999999999,Other
NS,152581,2023-03-19,7:30 AM,Side collision,0,BELLEVUE,OH,30,1.0,Dawn,Cloudy,Yard,Yard/switching,2,114758,850,115908,H399,41.288345,-82.801972,26.2,26.6,36.6,0.40000000000000213,10.0,10.400000000000002,Other
NS,140232,2021-01-12,4:37 AM,Derailment,0,BELLEVUE,OH,23,1.0,Dawn,Clear,Yard,Freight Train,1,7005,7699,14704,T221,41.29034,-82.788151,28.5,27.6,36.5,-0.8999999999999986,8.899999999999999,8.0,Other
NS,128226,2018-01-21,3:00 AM,Derailment,0,BELLEVUE,OH,32,4.0,Dark,Clear,Yard,Yard/switching,6,2158,900,21118,M407,41.288306,-82.801342,36.3,40.5,50.4,4.200000000000003,9.899999999999999,14.100000000000001,Other
NS,133544,2019-04-11,3:33 PM,Other (describe in narrative),0,BELLEVUE,PA,70,2.0,Day,Clear,Main,Freight Train,24,32,17500,17532,H221,40.486039,-80.055661,49.0,53.9,63.3,4.899999999999999,9.399999999999999,14.299999999999997,Other
NS,131121,2018-09-29,10:20 AM,Derailment,0,BELLEVUE,OH,60,2.0,Day,Clear,Yard,Yard/switching,2,7233,13591,20824,M405,41.293228,-82.782682,59.1,56.3,62.9,-2.8000000000000043,6.600000000000001,3.799999999999997,Other
NS,131233,2018-10-07,6:30 PM,Other impacts,0,BELLEVUE,OH,68,3.0,Dusk,Fog,Yard,Yard/switching,4,4732,9171,13903,M411,41.288306,-82.801342,71.2,65.9,74.1,-5.299999999999997,8.199999999999989,2.8999999999999915,Other
NS,128226,2018-01-21,3:00 AM,Derailment,0,BELLEVUE,OH,32,4.0,Dark,Clear,Yard,Cut of cars,2,18060,0,21118,M407,41.288306,-82.801342,36.3,40.5,50.4,4.200000000000003,9.899999999999999,14.100000000000001,Other
NS,128609,2018-02-22,1:48 PM,Derailment,0,BELLEVUE,OH,36,2.0,Day,Cloudy,Yard,Yard/switching,3,53000,28720,81720,T301,41.288306,-82.801342,46.3,33.5,45.6,-12.799999999999997,12.100000000000001,-0.6999999999999957,Track-related
UP,0322PR025,2022-03-28,12:00 PM,Other (describe in narrative),0,BELLWOOD,IL,33,2.0,Day,Clear,Yard,Single Car,0,13414,0,13414,M201,41.890968,-87.869768,29.0,28.8,36.5,-0.1999999999999993,7.699999999999999,7.5,Other
BNSF,NE0416107,2016-04-20,4:35 PM,Derailment,0,BELLWOOD,NE,56,3.0,Dusk,Rain,Industry,Freight Train,7,20686,4000,24686,T110,41.339298,-97.231777,51.5,50.8,57.7,-0.7000000000000028,6.900000000000006,6.200000000000003,Track-related
UP,0216PR019,2016-02-26,5:30 AM,Other (describe in narrative),0,BELVIDERE,IL,30,4.0,Dark,Cloudy,Yard,Light loco(s),3,0,17436,17436,E64L,42.253629,-88.847325,33.6,30.4,40.4,-3.200000000000003,10.0,6.799999999999997,Other
CRSH,146739,2023-04-05,1:00 PM,Derailment,0,BENSALEM,PA,57,2.0,Day,Clear,Main,Freight Train,5,299,0,51426,T314,40.074754,-74.946765,62.3,57.8,64.6,-4.5,6.799999999999997,2.299999999999997,Track-related
ATK,174294,2023-04-05,2:12 PM,Derailment,0,BENSALEM,PA,57,2.0,Day,Clear,Siding,Freight Train,0,0,51127,51426,T314,40.074754,-74.946765,62.3,57.8,64.6,-4.5,6.799999999999997,2.299999999999997,Track-related
ATK,165285,2020-09-02,4:44 PM,Obstruction,0,BERLIN,CT,85,2.0,Day,Clear,Main,Passenger Train - Pulling,95,16000,0,16000,M404,41.609531,-72.766654,68.6,68.6,76.8,0.0,8.200000000000003,8.200000000000003,Other
NS,133382,2019-03-29,6:20 AM,Hwy-rail crossing,0,BESSEMER CITY,NC,40,1.0,Dawn,Clear,Main,Freight Train,25,8968,2375,11343,M303,35.285974,-81.266755,50.0,58.1,65.7,8.100000000000001,7.600000000000001,15.700000000000003,Other
LVRX,240501,2024-05-06,8:05 PM,Derailment,0,BETHLEHEM,PA,64,3.0,Dusk,Cloudy,Yard,Yard/switching,4,5000,15000,20000,T110,40.610278,-75.344722,50.4,59.5,67.4,9.100000000000001,7.900000000000006,17.000000000000007,Track-related
MBTA,YR202043,2020-03-19,8:08 PM,Hwy-rail crossing,0,BEVERLY,MA,38,4.0,Dark,Rain,Main,Passenger Train - Pushing,53,14585,0,14585,M303,42.558911,-70.833883,42.6,41.6,52.0,-1.0,10.399999999999999,9.399999999999999,Other
UP,0116FW003,2016-01-06,10:20 PM,Derailment,0,BIG SANDY,TX,55,4.0,Dark,Rain,Yard,Freight Train,8,15548,32340,47888,T110,32.581794,-95.113851,35.8,41.8,53.9,6.0,12.100000000000001,18.1,Track-related
UP,0420TO040,2020-04-30,11:20 AM,Derailment,0,BIG SPRING,TX,79,2.0,Day,Clear,Yard,Yard/switching,4,107157,109259,216416,H514,32.252862,-101.483614,70.8,72.6,81.7,1.7999999999999972,9.100000000000009,10.900000000000006,Other
UP,0517FW012,2017-05-13,1:00 PM,Derailment,0,BIG SPRING,TX,82,2.0,Day,Clear,Yard,Freight Train,5,9561,3770,13331,T210,32.250329,-101.489735,66.3,71.5,80.2,5.200000000000003,8.700000000000003,13.900000000000006,Track-related
UP,0317FW008,2017-03-08,5:25 AM,Derailment,0,BIG SPRING,TX,50,4.0,Dark,Clear,Yard,Yard/switching,3,1705,26319,28024,T207,32.250327,-101.489746,54.3,60.0,68.7,5.700000000000003,8.700000000000003,14.400000000000006,Track-related
BNSF,PR0218101,2018-02-07,10:30 AM,Derailment,0,BILL,WY,22,2.0,Day,Clear,Main,Freight Train,0,0,207750,235317,E52C,43.025421,-105.264582,23.6,31.5,40.5,7.899999999999999,9.0,16.9,Other
BNSF,PR0419113,2019-04-13,3:45 AM,Other impacts,0,BILL,WY,20,4.0,Dark,Clear,Main,Freight Train,5,87919,0,87919,H302,42.948973,-105.256642,28.0,33.1,46.3,5.100000000000001,13.199999999999996,18.299999999999997,Other
CSX,000176146,2018-04-30,5:20 AM,Derailment,0,BIRMINGHAM,AL,65,1.0,Dawn,Clear,Main,Freight Train,17,179291,0,179291,E4AC,33.509477,-86.81225,59.8,60.9,70.4,1.1000000000000014,9.500000000000007,10.600000000000009,Other
CSX,000141979,2015-02-20,1:30 AM,Side collision,0,BIRMINGHAM,AL,21,4.0,Dark,Cloudy,Yard,Cut of cars,3,107208,21942,209853,H020,33.513495,-86.803837,22.3,27.1,50.7,4.800000000000001,23.6,28.400000000000002,Other
CSX,000140854,2015-01-31,10:52 AM,Derailment,0,BIRMINGHAM,AL,60,2.0,Day,Clear,Yard,Freight Train,9,152580,502120,654700,S011,33.543695,-86.790082,42.6,44.8,52.3,2.1999999999999957,7.5,9.699999999999996,Other
CSX,000141979,2015-02-20,1:30 AM,Side collision,0,BIRMINGHAM,AL,21,4.0,Dark,Cloudy,Yard,Yard/switching,2,80703,0,209853,H020,33.513495,-86.803837,22.3,27.1,50.7,4.800000000000001,23.6,28.400000000000002,Other
CSX,000180452,2018-12-22,1:15 AM,Derailment,0,BIRMINGHAM,AL,41,4.0,Dark,Clear,Yard,Cut of cars,0,80372,0,143415,T207,33.543607,-86.790089,42.7,43.0,51.6,0.29999999999999716,8.600000000000001,8.899999999999999,Track-related
CSX,000180452,2018-12-22,1:15 AM,Derailment,0,BIRMINGHAM,AL,41,4.0,Dark,Clear,Yard,Freight Train,10,56191,6852,143415,T207,33.543607,-86.790089,42.7,43.0,51.6,0.29999999999999716,8.600000000000001,8.899999999999999,Track-related
NS,155814,2024-02-20,1:15 PM,Derailment,0,BIRMINGHAM,AL,72,2.0,Day,Clear,Yard,Work train,7,2500,22000,24500,T314,33.546844,-86.805147,42.0,48.3,55.1,6.299999999999997,6.800000000000004,13.100000000000001,Track-related
UP,1214HO014,2014-12-03,10:38 AM,Hwy-rail crossing,0,BISHOP,TX,60,2.0,Day,Cloudy,Main,Freight Train,0,0,35231,36631,M304,27.564295,-97.82506,50.5,60.9,68.4,10.399999999999999,7.500000000000007,17.900000000000006,Other
KCS,14120301,2014-12-03,10:38 AM,Hwy-rail crossing,0,BISHOP,TX,60,2.0,Day,Cloudy,Main,Freight Train,43,1400,0,36631,M304,27.571722,-97.816543,50.5,60.9,68.4,10.399999999999999,7.500000000000007,17.900000000000006,Other
CSX,000166951,2017-02-10,10:30 AM,Other (describe in narrative),0,BLACKSHEAR,GA,70,2.0,Day,Clear,Main,Freight Train,40,27000,0,27000,M204,31.343882,-82.18988,64.4,50.6,61.8,-13.800000000000004,11.199999999999996,-2.6000000000000085,Other
NS,125060,2017-05-15,5:55 PM,Derailment,0,BLACKSVILLE,WV,65,3.0,Dusk,Clear,Industry,Freight Train,2,12000,596,12596,M101,39.715491,-80.191126,60.4,56.8,63.8,-3.6000000000000014,7.0,3.3999999999999986,Other
UP,0819GL030,2019-08-19,1:43 AM,Derailment,0,BLAIR,NE,66,4.0,Dark,Clear,Main,Freight Train,34,21875,20736,42611,M503,41.545408,-96.137051,72.4,75.5,82.8,3.0999999999999943,7.299999999999997,10.399999999999991,Other
BNSF,MT0322101,2022-03-11,6:09 AM,Other (describe in narrative),0,BLAISDELL,ND,-13,1.0,Dawn,Clear,Siding,Cut of cars,3,0,49455,49455,H020,48.337904,-102.089326,1.9,-6.1,20.6,-8.0,26.700000000000003,18.700000000000003,Other
UP,0222MA026,2022-02-15,9:05 AM,Derailment,0,BLOOMFIELD,MO,54,2.0,Day,Clear,Main,Freight Train,35,24851,656554,681405,T318,36.949995,-89.868969,34.1,46.5,57.8,12.399999999999999,11.299999999999997,23.699999999999996,Track-related
UP,0318LA022,2018-03-18,11:40 PM,Derailment,0,BLOOMINGTON,CA,60,4.0,Dark,Clear,Yard,Yard/switching,5,70853,1698,72551,T311,34.067762,-117.391652,52.7,51.7,59.0,-1.0,7.299999999999997,6.299999999999997,Track-related
