reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp
BNSF,SW1219106,2019-12-13,3:03 PM,Side collision,0,BELEN,NM,50,2,Day,Clear,Yard,Yard/switching,5,113604,0,355733,H305,34.660161,-106.767077,35.2,43.8,48.1
BNSF,RD0620131,2020-06-26,3:25 AM,Obstruction,0,DAVIS,OK,80,4,Dark,Clear,Main,Freight Train,38,800,30000,30800,M402,34.491996,-97.116565,77.1,79.8,80.7
NS,135722,2019-10-02,1:47 PM,Other impacts,0,CINCINNATI,OH,92,2,Day,Clear,Yard,Cut of cars,2,20000,0,25429,H318,39.105024,-84.539754,78.2,78.7,77.2
CSX,000203198,2022-02-20,12:18 AM,Obstruction,0,SPENCER,MA,25,4,Dark,Clear,Main,Spec. MoW Equip.,21,936927,80,946604,M501,42.200337,-71.994189,22.3,20.1,38.7
UP,1016TC007,2016-10-24,11:29 AM,Derailment,0,SAVAGE,MN,50,2,Day,Clear,Yard,Freight Train,4,10592,15200,25792,E60C,44.779472,-93.337668,50.5,46.3,45.8
UP,0224HL010,2024-02-15,11:30 AM,Derailment,0,KANSAS CITY,MO,39,2,Day,Clear,Main,Freight Train,8,153657,40792,194449,M299,39.116346,-94.499799,51,43.4,32.6
NS,156645,2024-05-09,1:40 PM,Derailment,0,GRANITE CITY,IL,76,2,Day,Clear,Yard,Yard/switching,7,13039,13000,26039,M405,38.717141,-90.146225,66.6,69.5,63.2
MRL,2017047,2017-04-08,8:00 AM,Other impacts,0,LAUREL,MT,48,2,Day,Cloudy,Yard,Cut of cars,4,190601,0,208109,H306,45.676328,-108.739444,58.4,50.9,35.5
CSX,000153084,2015-10-11,1:50 AM,Other impacts,0,SENECA,IL,55,4,Dark,Clear,Yard,Freight Train,4,80339,0,89878,H302,41.319101,-88.611721,52.4,63.2,66
UP,1222HL001,2022-12-03,10:48 AM,Derailment,0,KANSAS CITY,MO,22,2,Day,Cloudy,Yard,Freight Train,5,204488,72225,276713,T220,39.120971,-94.545983,49.4,26.5,34.9
BNSF,NE0915101,2015-09-08,12:15 AM,Derailment,0,LINCOLN,NE,75,4,Dark,Rain,Yard,Freight Train,5,18874,0,18874,M105,40.808052,-96.725672,75.4,71.2,70.8
CSX,000170967,2017-03-14,4:25 PM,Other impacts,0,ROCKY MOUNT,NC,51,3,Dusk,Cloudy,Main,Freight Train,45,20500,0,20500,M404,35.918853,-77.804447,35.7,41.5,32
IHB,2105,2015-05-29,8:58 AM,Side collision,0,HAMMOND,IN,82,2,Day,Clear,Yard,Yard/switching,5,18217,0,33403,H305,41.612787,-87.499555,69,73.9,59.3
NS,140840,2021-03-05,6:45 PM,Side collision,0,GREENSBORO,NC,45,3,Dusk,Clear,Yard,Yard/switching,3,0,0,25000,H018,36.079922,-79.785819,53.1,43.8,43.6
UP,0623TO004,2023-06-04,11:06 AM,Derailment,0,MARLOW,OK,78,2,Day,Clear,Main,Freight Train,48,1002469,158298,1160767,E62C,34.66054,-97.954359,71,72.6,74.8
IAIS,2022041,2022-09-25,4:00 AM,Derailment,0,DES MOINES,IA,76,4,Dark,Clear,Main,Yard/switching,10,600000,700000,1952971,H599,41.5874,-93.589756,66.2,63.8,58
NICD,N2260004,2022-02-13,11:15 PM,Other impacts,0,CHICAGO,IL,16,4,Dark,Cloudy,Main,Commuter Train - Pulling,65,0,0,39710,M599,41.80062,-87.58709,19.5,16,20.6
DQE,ID220080,2022-07-11,3:59 PM,Derailment,0,EAGLETOWN,OK,88,2,Day,Clear,Main,Freight Train,25,1200200,118060,1318260,E07C,34.02159,-94.47425,86.5,83.7,86.2
UP,0517KC021,2017-05-21,2:13 PM,Derailment,0,PONDCREEK,OK,69,2,Day,Clear,Main,Freight Train,43,224441,238378,462819,E61C,36.682033,-97.799412,59.7,61.3,60.7
SW,SWC826152D,2015-08-26,1:30 PM,Derailment,0,CARLSBAD,NM,82,2,Day,Clear,Industry,Freight Train,5,12500,0,12500,H306,32.4991,-104.2634,83.3,83.5,83.8
CSX,000159846,2016-05-18,7:23 AM,Raking collision,0,SELKIRK,NY,55,1,Dawn,Cloudy,Yard,Yard/switching,5,2000,0,14642,H607,42.565903,-73.854184,53.9,54.2,58.3
UP,0124PR011,2024-01-15,3:19 PM,Hwy-rail crossing,0,FRANKLIN GROVE,IL,-1,2,Day,Clear,Main,Freight Train,30,7207,106875,114082,M303,41.848214,-89.278354,-11,-9.4,-5.3
BNSF,SW0118102,2018-01-07,5:16 PM,Side collision,0,CLOVIS,NM,48,3,Dusk,Clear,Main,Freight Train,26,20000,23000,43108,H220,34.398606,-103.223721,42.1,47.1,42.6
BNSF,NW0517117,2017-05-31,9:45 PM,Derailment,0,BEND,OR,50,4,Dark,Clear,Siding,Freight Train,9,1806,12052,13858,H307,44.050963,-121.302678,63.9,58.5,60.3
UP,0115WH009,2015-01-20,9:40 PM,Other impacts,0,PRYOR,OK,30,3,Dusk,Fog,Industry,Freight Train,5,8629,3000,11629,H306,36.246837,-95.336928,47.6,42.3,39.3
CSX,000199508,2021-08-16,6:51 PM,Hwy-rail crossing,0,COLUMBUS GROVE,OH,83,3,Dusk,Clear,Main,Freight Train,27,2000,34471,36471,M304,40.919966,-84.059024,67.5,69.7,72.8
KRR,KRR330617G,2017-06-14,4:35 AM,Hwy-rail crossing,0,DURANT,OK,71,4,Dark,Cloudy,Main,Freight Train,24,7000,7000,14000,M304,33.995702,-96.401292,82.1,82.3,82.1
CRSH,136525,2019-12-13,4:00 PM,Other impacts,0,STATEN ISLAND,NY,45,3,Dusk,Rain,Yard,Freight Train,5,34655,0,49672,H008,40.633216,-74.181525,31.4,39.6,50.5
NS,156229,2024-04-02,3:10 AM,Other (describe in narrative),0,OREGON,OH,42,4,Dark,Rain,Yard,Yard/switching,4,1710,37000,38710,H702,41.666977,-83.474674,43.6,44.5,43.9
CSX,000167219,2017-03-01,10:41 AM,Derailment,0,BIRMINGHAM,AL,70,2,Day,Clear,Yard,Cut of cars,7,31441,125,31566,E4BC,33.543607,-86.790089,63.6,68.3,48.6
UP,0823GL036,2023-08-16,11:34 AM,Derailment,0,GRAND ISLAND,NE,82,2,Day,Clear,Yard,Yard/switching,2,6475,66000,72475,H307,40.932933,-98.324406,70.3,78,72.5
UP,1123LA037,2023-11-17,9:05 AM,Other (describe in narrative),0,MIRA LOMA,CA,53,2,Day,Clear,Yard,Freight Train,9,29709,0,29709,E37C,34.024542,-117.540077,60.3,62.6,62.5
UP,0817PD012,2017-08-16,3:20 AM,Derailment,0,STANFIELD,OR,61,4,Dark,Clear,Yard,Yard/switching,0,12148,1760,33500,S007,45.797636,-119.315633,68.1,74.5,76.1
BNSF,SF0215105,2015-02-15,2:25 PM,Derailment,0,WESTALTON,MO,19,2,Day,Clear,Siding,Freight Train,4,5924,5500,11424,H702,38.904267,-90.328902,27.6,14.3,15.7
BNSF,KS1217202,2017-12-27,1:27 PM,Hwy-rail crossing,0,PARTRIDGE,KS,19,2,Day,Clear,Main,Freight Train,56,13500,500,14000,M302,37.970965,-98.142206,12.4,15.1,26.7
NS,123074,2016-12-09,6:50 AM,Hwy-rail crossing,0,WRIGHT CITY,MO,30,1,Dawn,Clear,Main,Spec. MoW Equip.,25,24547,0,24547,M302,38.826893,-91.035876,24.7,21.9,30
WC,1077357,2021-07-21,12:37 AM,Derailment,0,GARY,IN,67,4,Dark,Clear,Yard,Yard/switching,5,266290,0,331493,H399,41.629507,-87.406373,73.3,69.4,73.1
BNSF,SF0716103,2016-07-05,11:07 PM,Derailment,0,TULSA,OK,86,4,Dark,Clear,Yard,Freight Train,10,34729,5000,39729,E40C,36.110729,-96.015661,81.7,87.3,88.1
BNSF,CH0618105,2018-06-08,1:36 PM,Derailment,0,KAHOKA,MO,90,2,Day,Clear,Main,Cut of cars,0,6100,0,1427724,E53C,40.429374,-91.787575,78.1,76.5,77.1
ATK,177434,2023-11-21,11:55 AM,Derailment,0,NEW YORK,NY,48,2,Day,Cloudy,Main,,0,0,0,85960,E49C,40.750477,-73.994749,41,41.4,51.7
UP,0817LK020,2017-08-13,8:25 AM,Derailment,0,SALLISAW,OK,79,2,Day,Rain,Main,Freight Train,30,1072201,171036,1243237,M103,35.45084,-94.707895,78.1,71.7,74.6
KRR,KRR699915D,2015-02-27,2:50 PM,Derailment,0,HUGO,OK,30,2,Day,Snow,Yard,Freight Train,7,12757,1173,13930,M503,34.01239,-95.52724,32.4,25.8,29.8
MDS,16042001,2016-04-20,9:45 AM,Derailment,0,STONEWALL,MS,59,2,Day,Clear,Main,Freight Train,7,49000,35000,84000,E65C,32.138892,-88.798044,63.5,69.6,67.2
UP,1223HL001,2023-12-03,1:46 AM,Other impacts,0,WICHITA,KS,29,4,Dark,Fog,Yard,Single Car,5,5681,0,53098,E22C,37.726643,-97.325102,34,38.7,41.4
KCS,16031901,2016-03-19,11:50 AM,Other impacts,0,MONROE,LA,58,2,Day,Clear,Yard,Cut of cars,0,37556,0,130989,H318,32.497775,-92.094517,59.5,54.1,47.4
KCS,21041201,2021-04-12,2:30 PM,Derailment,0,SHREVEPORT,LA,85,2,Day,Clear,Yard,Yard/switching,7,14650,23213,37863,E40C,32.527749,-93.827227,63.9,68.8,72.3
BNSF,CH0521105,2021-05-08,10:50 PM,Derailment,0,CICERO,IL,39,4,Dark,Rain,Yard,Cut of cars,0,4990,0,45572,H704,41.837174,-87.776391,49,45.4,46
ATK,160855,2019-08-26,9:40 AM,Derailment,0,NEW YORK,NY,75,2,Day,Clear,Yard,Yard/switching,6,57000,5000,62000,E4BC,40.739824,-73.935415,69.7,66.7,68.2
TRRA,24011I,2024-04-10,9:56 PM,Derailment,0,ST LOUIS,MO,53,4,Dark,Clear,Yard,Yard/switching,2,0,17538,17538,H704,38.644399,-90.182562,63.4,57,58.8
CSX,000166099,2017-01-18,4:20 AM,Derailment,0,WALBRIDGE,OH,35,1,Dawn,Cloudy,Yard,Cut of cars,0,17496,0,18303,M411,41.57373,-83.513594,44.1,37.9,36.6
CSX,000209358,2023-01-19,10:42 AM,Hwy-rail crossing,0,WINGATE,NC,60,2,Day,Clear,Main,Freight Train,31,12866,8178,21044,M303,34.983368,-80.449056,56.1,62.4,54.3
UP,1015SL013,2015-10-20,8:15 PM,Derailment,0,EAST ST LOUIS,IL,65,4,Dark,Cloudy,Yard,Freight Train,3,65243,0,214259,H503,38.582855,-90.135948,59,63.7,69.1
UP,0719HL002,2019-07-03,11:36 AM,Fire/violent rupture,0,INDEPENDENCE,MO,81,2,Day,Clear,Main,,0,0,165,40165,E74L,39.061281,-94.414978,83.2,80.9,76.1
CP,1001444175,2021-03-05,9:05 PM,Other (describe in narrative),0,KANSAS CITY,MO,40,4,Dark,Clear,Yard,Light loco(s),4,36627,0,39617,H702,39.128879,-94.521244,52.2,47.4,51
UP,0522GP015,2022-05-20,4:58 PM,Other impacts,0,NORTH PLATTE,NE,54,2,Day,Cloudy,Yard,Yard/switching,4,15806,800,16606,M411,41.152913,-100.824316,72,50.7,48.2
ATK,170886,2022-06-08,8:36 PM,Obstruction,0,ALTONA,IL,68,4,Dark,Clear,Main,Passenger Train - Pulling,68,117663,0,117663,M404,41.132735,-90.118976,69.3,66.5,67.5
OHCR,OHC303523D,2023-01-19,2:30 PM,Derailment,0,TRINWAY,OH,50,2,Day,Clear,Main,Yard/switching,3,2500000,0,2500000,H306,40.145125,-82.003227,39.8,48.1,35.7
CSX,000179753,2018-11-08,10:39 AM,Hwy-rail crossing,0,PALATKA,FL,84,2,Day,Clear,Main,,0,0,97,35938,M304,29.745547,-81.642086,74.4,73.8,75
CUOH,CUO739724D,2024-03-19,3:48 AM,Derailment,0,AMSTERDAM,OH,30,4,Dark,Cloudy,Main,Freight Train,8,0,138520,138520,T221,40.400817,-80.905167,31.4,37.2,41.9
UP,0818KC026,2018-08-29,1:06 AM,Derailment,0,ENID,OK,65,4,Dark,Cloudy,Main,Freight Train,13,47009,73032,120041,E45C,36.408226,-97.871033,86.9,76.2,83.6
BNSF,HL0323104,2023-03-04,10:00 AM,Derailment,0,OMAHA,NE,42,2,Day,Clear,Yard,Yard/switching,5,3600,119649,123249,E21C,41.226527,-95.916286,37,38.1,41.4
BNSF,HL0724115,2024-07-20,4:50 PM,Other (describe in narrative),0,LINCOLN,NE,77,2,Day,Cloudy,Yard,Yard/switching,5,27558,0,27558,H995,40.808026,-96.753759,72.1,71,74.2
TPW,TPW572720S,2020-10-18,10:30 AM,Other impacts,0,SHELDON,IL,63,2,Day,Clear,Main,Cut of cars,0,46309,0,53019,H307,40.770278,-87.538056,49.1,50.5,43.8
LI,EQ20170201,2017-02-07,8:10 PM,Derailment,0,BABYLON,NY,41,4,Dark,Cloudy,Yard,EMU,5,0,57161,57161,M507,40.705102,-73.313195,40,37.9,50.6
ATK,167591,2021-07-02,11:50 PM,Derailment,0,NEW YORK,NY,60,4,Dark,Rain,Yard,Yard/switching,3,15720,2500,18220,E64C,40.747122,-73.932322,76.4,72.5,63.3
ATK,178950,2023-04-15,9:27 PM,Obstruction,0,LAUREL,MS,63,4,Dark,Clear,Main,Passenger Train - Pulling,30,24795,0,24795,M404,31.696936,-89.124756,66.6,64,62.5
BNSF,CH1119115,2019-11-21,6:45 AM,Derailment,0,ELWOOD,IL,30,1,Dawn,Cloudy,Yard,Freight Train,7,47293,8731,56024,H607,41.378547,-88.154538,42.1,47,33.6
BNSF,TC0222108,2022-02-17,8:55 AM,Derailment,0,FRAZEE,MN,-15,1,Dawn,Cloudy,Main,Freight Train,0,366103,0,2317435,T221,46.745069,-95.749155,8.9,-7.8,5.1
CSX,000168199,2017-04-11,8:05 AM,Derailment,0,BEDFORD PARK,IL,51,2,Day,Cloudy,Yard,Freight Train,2,58200,0,75034,H702,41.765745,-87.761231,63.5,48.2,48.2
WE,210053NL,2021-08-13,8:55 AM,Side collision,0,CAREY,OH,80,2,Day,Clear,Yard,Yard/switching,12,75720,0,275720,H210,40.956405,-83.344252,81.3,77.9,72.8
ATK,177992,2024-01-12,8:15 AM,Other (describe in narrative),0,PLAINSBORO,NJ,46,2,Day,Cloudy,Main,Passenger Train - Pulling,108,20249,0,20249,E78L,40.34792,-74.58375,41.6,39.7,47.9
UP,0115KC005,2015-01-20,2:31 PM,Derailment,0,HERINGTON,KS,50,2,Day,Clear,Yard,Yard/switching,6,28340,3220,31560,E23C,38.692268,-96.950414,39.9,38.8,34.9
BNSF,CA0816104,2016-08-12,12:01 AM,Other impacts,0,BARSTOW,CA,85,4,Dark,Clear,Yard,Yard/switching,4,12609,0,12609,M407,34.897828,-117.05093,83.5,87.8,91.6
CAGY,CAG886316,2016-06-01,12:30 PM,Derailment,0,GREENWOOD,MS,86,2,Day,Cloudy,Main,,0,0,27723,32153,E4BC,33.484185,-90.212133,77.5,74.9,75.7
BNSF,SF0215112,2015-02-28,9:30 PM,Derailment,0,ST LOUIS,MO,27,4,Dark,Snow,Yard,Freight Train,9,103808,403685,507493,H504,38.605579,-90.310046,12.9,22.4,28.1
BNSF,CH0123202,2023-01-25,10:27 AM,Hwy-rail crossing,0,GORIN,MO,32,2,Day,Cloudy,Main,Freight Train,26,13500,260000,273500,M302,40.360076,-92.023656,32.6,30.5,17.8
CSX,000191157,2020-07-02,8:15 AM,Raking collision,0,SELKIRK,NY,74,2,Day,Cloudy,Yard,Single Car,6,9105,0,17606,S014,42.565903,-73.854184,69.4,73.5,73.5
NS,134055,2019-05-24,2:00 PM,Other impacts,0,EVENDALE,OH,89,2,Day,Clear,Yard,Yard/switching,7,20090,0,20090,H601,39.264114,-84.420348,71.3,75.6,74
ATK,142489,2016-05-20,12:17 AM,Derailment,0,OLD SAYBROOK,CT,50,4,Dark,Clear,Main,,0,0,15200,15934,H018,41.298811,-72.381573,55.7,58,55.9
CFRC,19018,2019-01-18,7:56 PM,Obstruction,0,TAFT,FL,64,4,Dark,Clear,Main,Passenger Train - Pulling,57,4000,18855,22855,M402,28.45816,-81.36698,57.6,61.8,64.6
UP,0920GC034,2020-09-26,4:55 PM,Other impacts,0,MARINGOUIN,LA,81,2,Day,Clear,Yard,Yard/switching,3,11980,0,22084,M411,30.527573,-91.555702,70.1,73,75.7
BNSF,PR0915202,2015-09-18,6:45 PM,Hwy-rail crossing,0,LODGE GRASS,MT,70,3,Dusk,Clear,Main,Freight Train,44,22359,200000,222359,M302,45.219478,-107.382989,53.6,55,54.8
BNSF,KS0415100,2015-04-03,3:00 AM,Derailment,0,VALLEY CENTER,KS,45,4,Dark,Cloudy,Main,Freight Train,1,124992,0,124992,M105,37.880295,-97.404213,67.1,50.6,47.3
CSX,000160290,2016-06-03,4:29 PM,Derailment,0,WALBRIDGE,OH,80,3,Dusk,Clear,Main,Freight Train,9,31389,40528,71917,M204,41.592266,-83.499215,74.3,72.2,70.1
UP,0720GP028,2020-07-26,1:01 PM,Fire/violent rupture,0,OGALLALA,NE,72,2,Day,Rain,Main,Freight Train,40,21405,0,21405,E73L,41.129617,-101.686848,78.8,72.3,74.8
UP,0316PD003,2016-03-07,7:45 PM,Derailment,0,PORTLAND,OR,43,4,Dark,Clear,Yard,Light loco(s),10,37033,990,38023,H702,45.54193,-122.683737,50.3,47.6,43
CRSH,123002,2016-12-03,5:15 PM,Derailment,0,MELVINDALE,MI,38,3,Dusk,Cloudy,Yard,Freight Train,8,68415,0,68415,H312,42.269728,-83.173341,38.4,36.4,36.2
NS,121077,2016-07-01,5:05 PM,Derailment,0,RANDLEMAN,NC,83,3,Dusk,Clear,Main,Freight Train,21,19742,238765,258507,E40C,35.798651,-79.814684,74.2,77.8,79
BNSF,MT0915102,2015-09-10,2:40 PM,Other (describe in narrative),0,LIBBY,MT,77,2,Day,Clear,Main,Spec. MoW Equip.,10,250,40000,40250,H997,48.414241,-115.482559,56.7,60,62.2
UP,0120HL014,2020-01-04,1:43 AM,Derailment,0,OPTIMA,OK,31,4,Dark,Clear,Siding,Freight Train,3,18620,1425,20045,H211,36.804154,-101.292514,37.3,40.4,42.6
UP,1122HL027,2022-11-29,10:30 AM,Other impacts,0,OKLAHOMA CITY,OK,61,2,Day,Clear,Yard,Yard/switching,2,11704,0,11704,E21C,35.468124,-97.495302,47.2,49.7,33.1
BNSF,SW0321105,2021-03-13,8:45 PM,Derailment,0,CLOVIS,NM,55,3,Dusk,Clear,Yard,Yard/switching,7,9489,0,32478,H306,34.39651,-103.19772,58.3,56.7,44.9
NJTR,202402085,2024-01-03,9:03 PM,Derailment,0,BAY HEAD,NJ,32,2,Day,Clear,Yard,Commuter Train - Pushing,7,16554,8645,25199,E34C,40.075837,-74.047487,33.9,34.9,35.8
UP,0223GC013,2023-02-17,1:41 PM,Other (describe in narrative),0,LOTTIE,LA,45,2,Day,Cloudy,Yard,Yard/switching,8,18709,0,18709,M507,30.520988,-91.551673,66.5,43.7,44.7
NS,122880,2016-11-24,4:00 PM,Other (describe in narrative),0,DADEVILLE,AL,60,3,Dusk,Clear,Industry,Cut of cars,0,33938,1500,35438,M406,32.849677,-85.75463,56.7,64.1,59.5
CSX,000156408,2016-01-19,3:30 PM,Other impacts,0,NIAGARA FALLS,NY,30,2,Day,Cloudy,Yard,Light loco(s),8,15369,0,15369,H601,43.118651,-78.996528,16.6,18.9,23.3
BNSF,HL0324109,2024-03-20,1:02 AM,Derailment,0,SPRINGFIELD,MO,45,4,Dark,Clear,Yard,Yard/switching,7,6890,433917,440807,H607,37.228745,-93.316403,46.9,56.3,54.4
NS,156493,2024-04-26,1:30 PM,Derailment,0,BRUNSWICK,GA,74,2,Day,Clear,Yard,Freight Train,10,90000,0,90097,H993,31.16678,-81.501926,70.1,70.8,73
BNSF,HL0119126,2019-01-21,2:30 AM,Derailment,0,LINCOLN,NE,16,4,Dark,Cloudy,Yard,Light loco(s),7,37500,0,37500,H307,40.807281,-96.733788,12,17.4,22.6
NS,135021,2019-08-03,8:00 PM,Other impacts,0,COLUMBUS,OH,72,4,Dark,Clear,Yard,Yard/switching,1,18000,0,18000,E29C,39.907872,-82.947703,75.5,74.1,74.8
CSX,000181844,2019-03-15,3:20 PM,Derailment,0,BALTIMORE,MD,40,2,Day,Clear,Main,Freight Train,4,259723,1000,260723,H514,39.313011,-76.621768,53.2,66.2,48.9
UP,0323HL024,2023-03-21,9:59 AM,Other impacts,0,HERINGTON,KS,42,2,Day,Cloudy,Yard,Cut of cars,0,25940,0,27232,H312,38.682018,-96.948895,49.2,47.6,50.6
BNSF,PR0222109,2022-02-13,1:06 PM,Derailment,0,ALLIANCE,NE,50,2,Day,Clear,Yard,Light loco(s),3,35749,80,35829,H307,42.092725,-102.877917,29.3,33.1,32.8
NS,140289,2021-01-18,12:15 AM,Other (describe in narrative),0,BELLEVUE,OH,27,4,Dark,Clear,Yard,Cut of cars,0,6284,0,20066,E30C,41.29034,-82.788151,33.5,30.4,30.3
IORY,IOR826021O,2021-07-10,5:15 PM,Derailment,0,BLOOMINGBURG,OH,72,2,Day,Clear,Main,,0,0,2500,11225,E89C,39.681183,-83.308817,69.5,67.1,72.4
ATK,155041,2018-08-25,7:40 PM,Derailment,0,NEW YORK NEW YORK,NY,72,3,Dusk,Clear,Yard,Yard/switching,5,33904,100000,133904,H704,42.66094,-77.05365,74.1,73.8,76.6
BNSF,HL0517120,2017-05-30,11:20 PM,Derailment,0,LINCOLN,NE,59,4,Dark,Clear,Yard,Freight Train,4,22000,2000,24000,H307,40.806802,-96.733547,66.8,65.6,65.3
UP,0818PD012,2018-08-10,10:55 PM,Derailment,0,PORTLAND,OR,70,4,Dark,Clear,Yard,Freight Train,2,13517,695,14212,H525,45.544505,-122.684479,78.4,75.9,69.3
CSX,000194918,2021-01-10,8:40 PM,Derailment,0,WALTON,KY,29,4,Dark,Clear,Main,Freight Train,10,105610,6222,111832,E53C,38.893811,-84.59915,30,27.4,28.5
IHB,20242912,2024-06-22,2:40 AM,Derailment,0,HAMMOND,IN,75,4,Dark,Clear,Yard,Yard/switching,7,18910,4900,23810,M405,41.61359,-87.501548,79,82.9,73.2
CRSH,125991,2017-07-27,1:01 AM,Derailment,0,NEWARK,NJ,66,4,Dark,Cloudy,Yard,,0,0,2500,18861,H702,40.713802,-74.142775,70.8,72.6,77.4
BNSF,HL1021125,2021-10-30,11:43 AM,Derailment,0,KANSAS CITY,MO,55,2,Day,Clear,Yard,Freight Train,4,39264,99000,138264,T215,39.132761,-94.585266,49.2,48.5,49.9
LI,EQ20161001,2016-10-08,9:00 PM,Derailment,0,NEW HYDE PARK,NY,67,4,Dark,Rain,Main,Spec. MoW Equip.,15,2200000,0,9665437,H702,40.733466,-73.669544,62.4,63.9,58.5
NJTR,201801016,2018-01-04,2:10 AM,Derailment,0,KEARNY,NJ,20,4,Dark,Clear,Yard,Light loco(s),3,34499,262,34761,H399,40.743755,-74.100305,21.5,24.3,13.2
IC,949113,2018-02-05,2:55 AM,Derailment,0,CONVENT,LA,46,4,Dark,Clear,Industry,Freight Train,4,58041,3800,96541,H703,30.048077,-90.829602,64.4,56.3,64.3
GTW,1115004,2022-09-29,7:29 AM,Derailment,0,PORT HURON,MI,50,2,Day,Cloudy,Main,Freight Train,28,1424393,289112,1713505,E53C,42.460964,-82.996516,52.4,53.2,51.6
WC,1138254,2023-08-25,5:00 PM,Other (describe in narrative),0,GARY,IN,70,2,Day,Clear,Yard,Yard/switching,3,75993,223000,298993,H307,41.623439,-87.387281,86.8,73.2,69.8
NJTR,201704123,2017-04-02,5:50 PM,Other (describe in narrative),0,LONG BRANCH,NJ,50,2,Day,Clear,Main,Work train,30,11784,0,11784,H599,40.282857,-73.989811,43.1,51.4,51.6
CSX,000208676,2022-12-04,10:40 AM,Hwy-rail crossing,0,NORTH BERGEN,NJ,40,2,Day,Clear,Industry,Freight Train,7,39538,0,39538,M303,40.796224,-74.027285,52,41.4,40.4
BNSF,RD0219115,2019-02-15,4:00 AM,Derailment,0,TULSA,OK,32,1,Dawn,Clear,Yard,Light loco(s),10,3000,26000,29000,H702,36.127138,-96.010715,55.5,29.5,29.6
KCS,22101402,2022-10-14,1:15 PM,Derailment,0,ARTESIA,MS,79,2,Day,Clear,Yard,Yard/switching,7,33384,6491,39875,H704,33.424257,-88.622721,65.9,60.9,68.1
NYA,112717,2017-11-27,1:23 PM,Derailment,0,NEW YORK -QUEENS,NY,60,2,Day,Clear,Yard,Yard/switching,3,14846,35000,49846,H505,40.70788,-73.890047,46.3,45.1,45.3
UP,0818UT030,2018-08-18,6:05 AM,Fire/violent rupture,0,WELLS,NV,60,1,Dawn,Clear,Main,Freight Train,35,34569,0,34569,E73L,40.760382,-114.138892,75,69.7,70.5
KO,IN200910,2020-09-10,1:30 PM,Derailment,0,WICHITA,KS,60,2,Day,Rain,Main,Freight Train,8,4000,13200,17200,E53C,37.680479,-97.366522,48.5,52.4,58.1
BNSF,RD0820209,2020-08-29,11:55 AM,Hwy-rail crossing,0,PAULS VALLEY,OK,100,2,Day,Clear,Main,Freight Train,47,2433881,130927,2564808,M302,34.709519,-97.196816,83.2,85.6,79.6
BNSF,HL0717109,2017-07-20,9:35 PM,Derailment,0,HANNIBAL,MO,90,3,Dusk,Clear,Main,Freight Train,11,11951,1000,12951,H506,39.928423,-91.436706,83.8,87.1,87.1
BNSF,MT1219107,2019-12-24,10:25 AM,Derailment,0,STANLEY,ND,29,2,Day,Fog,Main,Freight Train,53,27500,23500,51000,E61L,48.319271,-102.392715,22.8,24.8,19.9
FEC,D14022417,2017-02-24,3:30 AM,Obstruction,0,NEW SMYRNA BEACH,FL,67,4,Dark,Clear,Main,Freight Train,52,21929,2049,23978,M402,29.020205,-80.925633,68.1,70.2,68.8
CSX,000170528,2017-07-27,4:00 AM,Other impacts,0,ALBANY,NY,68,1,Dawn,Cloudy,Yard,Single Car,10,26530,0,47730,M407,42.565903,-73.854184,66.9,66.9,69.3
CSX,000169545,2017-06-10,2:31 PM,Derailment,0,GALION,OH,85,2,Day,Clear,Main,Freight Train,3,249477,173000,422477,H525,40.766562,-82.749585,66.6,74.8,76.5
ATK,152805,2018-04-16,2:41 PM,Other (describe in narrative),0,RAHWAY,NJ,62,2,Day,Rain,Main,Passenger Train - Pulling,120,41498,0,41498,E78L,40.608159,-74.277646,42.1,49.3,42.9
NS,124425,2017-03-22,10:55 AM,Derailment,0,ELKHART,IN,30,2,Day,Clear,Yard,Freight Train,6,37766,6587,44353,E64L,41.67736,-85.978495,40.2,28.9,35.1
CSX,000181988,2019-03-27,6:20 AM,Raking collision,0,SAUGERTIES,NY,25,4,Dark,Clear,Main,Freight Train,45,3116,0,27207,E89C,42.116143,-73.930162,35,35.3,42.8
NS,137546,2020-03-22,1:00 AM,Other (describe in narrative),0,CHARLOTTE,NC,52,4,Dark,Clear,Yard,Yard/switching,5,6205,9339,15544,H306,35.228142,-80.852528,70.5,55.5,49.5
BNSO,CH0124118,2024-01-15,5:02 PM,Derailment,0,CHICAGO,IL,2,3,Dusk,Clear,Main,Commuter Train - Pulling,5,2200,0,15366,H221,41.876038,-87.639474,-5.7,-3.8,0.7
NS,155720,2024-02-09,4:30 PM,Raking collision,0,ELKHART,IN,60,3,Dusk,Clear,Yard,Cut of cars,0,19764,2234,22769,M408,41.677392,-85.978437,50.1,53.5,35
NMRX,01042016,2016-04-01,4:30 AM,Rear end collision,0,SANTO DOMINGO PUEBLO,NM,39,4,Dark,Cloudy,Main,Spec. MoW Equip.,12,59442,0,59442,M599,35.511364,-106.325735,39.4,38.1,42.7
