reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude
CSX,000202483,2022-01-18,11:40 AM,Side collision,0,INDIANAPOLIS,IN,32.0,2,Day,Clear,Yard,Yard/switching,10,336647,0,927106,H306,39.759798000000004,-86.327516000000003
NS,131169,2018-10-03,6:00 PM,Derailment,0,DAYTON,IN,70.0,3,Dusk,Clear,Yard,Yard/switching,6,141885,5123,147008,E30C,40.374414999999999,-86.831992
CRSH,133087,2019-03-05,9:55 AM,Hwy-rail crossing,0,FRANKLINVILLE,NJ,34.0,2,Day,Clear,Main,Spec. MoW Equip.,10,34368,0,34368,M302,39.618220999999998,-75.082087000000001
ATK,173699,2023-02-07,9:24 AM,Hwy-rail crossing,0,PLEASANT HILL,MO,35.0,2,Day,Clear,Main,Passenger Train - Pulling,58,24279,0,24477,M302,38.817418000000004,-94.298162000000005
UP,0920HL004,2020-09-05,10:13 AM,Derailment,0,WICHITA,KS,81.0,2,Day,Clear,Yard,Freight Train,4,318,58541,58859,H503,37.723734,-97.327337
UP,0715NP002,2015-07-04,2:15 AM,Other (describe in narrative),0,NORTH PLATTE,NE,68.0,4,Dark,Clear,Yard,Light loco(s),4,55791,10768,66559,H702,41.146157000000002,-100.839652
UP,0822GP004,2022-08-08,9:13 PM,Other impacts,0,MITCHELL,NE,81.0,4,Dark,Cloudy,Yard,Single Car,0,42051,0,111631,H318,41.929723000000003,-103.856556
BNSF,PR0315121,2015-03-09,3:00 PM,Rear end collision,0,BRIDGEPORT,NE,50.0,2,Day,Clear,Main,Spec. MoW Equip.,10,5000,0,105000,H997,41.528661,-103.02378
NS,128583,2018-02-20,8:05 AM,Other impacts,0,ELKHART,IN,52.0,2,Day,Clear,Yard,Single Car,0,15932,0,31964,M411,41.67736,-85.978494999999995
CRSH,140879,2021-03-09,9:25 PM,Derailment,0,DETROIT,MI,45.0,4,Dark,Clear,Yard,Light loco(s),3,0,23000,23000,H704,42.316197000000003,-83.113799
UP,0221HL021,2021-02-19,7:51 PM,Derailment,0,TOPEKA,KS,32.0,3,Dusk,Cloudy,Main,Freight Train,12,3369,53913,57282,E60C,39.066254999999998,-95.674336999999994
NS,130660,2018-08-21,4:10 AM,Other impacts,0,CHICAGO,IL,70.0,1,Dawn,Rain,Yard,Yard/switching,3,3984,4807,84978,H306,41.820355999999997,-87.679310999999998
CSX,000214658,2023-11-22,1:45 PM,Derailment,2,LIVINGSTON,KY,50.0,2,Day,Clear,Main,Freight Train,30,801909,1238970,2040879,E53C,37.317537999999999,-84.238134000000002
BNSF,MT1017101,2017-10-13,5:00 PM,Side collision,0,WILLISTON,ND,46.0,3,Dusk,Cloudy,Main,Freight Train,5,300529,0,2531542,H021,48.150047999999998,-103.576409
BNSF,PR0715101,2015-07-02,2:15 AM,Derailment,0,ALLIANCE,NE,61.0,4,Dark,Rain,Yard,Cut of cars,5,30384,0,30384,M105,42.066963999999999,-102.898399
LIRC,0312201901,2019-03-12,10:30 AM,Hwy-rail crossing,0,AUSTIN,IN,41.0,2,Day,Clear,Main,,0,0,18000,26285,M302,38.745769000000003,-85.807993999999994
BNSF,CH0119113,2019-01-22,7:43 PM,Side collision,0,ELWOOD,IL,33.0,3,Dusk,Clear,Yard,Light loco(s),9,6000,4100,90998,H607,41.403174999999997,-88.155798000000004
BNSF,TC0124117,2024-01-28,7:45 AM,Derailment,0,FRIDLEY,MN,40.0,1,Dawn,Clear,Yard,Yard/switching,19,52034,0,52034,M407,45.036419000000002,-93.271939000000003
CSX,000140850,2015-02-02,6:15 AM,Other impacts,0,ROCKY MOUNT,NC,54.0,1,Dawn,Rain,Yard,Cut of cars,5,7101,150,14362,H018,35.931645000000003,-77.799741999999995
MRL,2020106,2020-11-05,7:50 PM,Other impacts,0,MISSOULA,MT,50.0,4,Dark,Clear,Yard,Yard/switching,3,31660,0,35760,H302,46.896413000000003,-114.032703
UP,0919GP012,2019-09-07,12:00 PM,Other (describe in narrative),0,NORTH PLATTE,NE,73.0,2,Day,Cloudy,Yard,Single Car,0,33983,0,33983,M507,41.144683999999998,-100.83349200000001
NS,142615,2021-08-21,12:24 PM,Hwy-rail crossing,0,KANSAS CITY,MO,80.0,2,Day,Clear,Yard,Freight Train,6,12053,300,12353,M302,39.185904000000001,-94.427556999999993
UP,0816TC001,2016-08-01,1:40 AM,Other impacts,0,SOUTH ST PAUL,MN,80.0,4,Dark,Clear,Yard,Light loco(s),7,1673,1292,14112,H310,44.904578000000001,-93.044218000000001
ATK,140362,2015-12-09,2:05 AM,Other impacts,0,ISELIN,NJ,34.0,4,Dark,Cloudy,Main,Maint./inspect Car,0,15000,0,15000,M599,40.533608999999998,-74.386015999999998
KCS,22072201,2022-07-22,6:20 PM,Derailment,0,KANSAS CITY,MO,96.0,2,Day,Clear,Yard,Freight Train,3,40622,8355,48977,H704,39.126258,-94.503527000000005
WC,1009109,2019-08-12,2:00 AM,Side collision,0,GARY,IN,73.0,4,Dark,Cloudy,Yard,Cut of cars,5,6430,0,40870,M407,41.629671999999999,-87.399614
ATK,178349,2024-02-09,11:29 AM,Hwy-rail crossing,0,WHITE EARTH,ND,22.0,2,Day,Cloudy,Main,Passenger Train - Pulling,79,60315,0,60315,M302,48.344906999999999,-101.76119199999999
GDLK,210226002,2021-02-26,4:30 PM,Derailment,0,SCHOOLCRAFT,MI,40.0,3,Dusk,Clear,Main,Freight Train,10,19000,0,19000,E53C,42.094011000000002,-85.632031999999995
NS,156705,2024-05-14,1:05 PM,Other impacts,0,GREENSBORO,NC,63.0,2,Day,Rain,Yard,Cut of cars,5,45987,0,139281,H310,36.060802000000002,-79.835085000000007
BLF,20244732,2024-06-01,6:47 PM,Obstruction,0,HOLLYWOOD,FL,82.0,2,Day,Clear,Main,Passenger Train - Pulling,78,18987,0,18987,M402,26.033799999999999,-80.149850999999998
UP,1015LV007,2015-10-10,6:50 PM,Side collision,0,AMA,LA,66.0,4,Dark,Clear,Yard,Freight Train,1,8791,2286,15663,H306,29.933886999999999,-90.307682
CSX,000202849,2022-02-01,12:15 PM,Obstruction,0,INDIANAPOLIS,IN,56.0,2,Day,Clear,Yard,Single Car,6,300,0,46714,M411,39.759798000000004,-86.327516000000003
KCS,15022502,2015-02-25,10:30 AM,Side collision,0,JACKSON,MS,45.0,2,Day,Rain,Yard,Light loco(s),10,12907,0,13457,H399,32.313495000000003,-90.190726999999995
IC,1014609,2019-10-03,4:45 PM,Derailment,0,FULTON,KY,52.0,2,Day,Clear,Yard,Yard/switching,4,10108,3000,13108,H020,36.503427000000002,-88.888081999999997
BNSF,TC0823116,2023-08-31,1:18 AM,Derailment,0,WILLMAR,MN,75.0,4,Dark,Clear,Yard,Freight Train,4,9500,2121,11621,H525,45.123157999999997,-95.052240999999995
ATK,158574,2019-04-21,6:55 PM,Fire/violent rupture,0,DOWAGIAC,MI,0.0,3,Dusk,Clear,Main,Passenger Train - Pulling,0,14665,0,14665,M406,41.980829999999997,-86.108890000000002
BNSF,HL0824201,2024-08-08,12:00 PM,Hwy-rail crossing,0,PHELPS CITY,MO,71.0,2,Day,Clear,Main,Single Car,20,70000,0,70000,M302,40.367230999999997,-95.586567000000002
BNSF,RD0822113,2022-08-05,9:33 AM,Other impacts,0,LACASSINE,LA,90.0,2,Day,Clear,Yard,Freight Train,6,30567,0,30567,H318,30.237727,-92.957627000000002
KCS,20043001,2020-04-30,9:00 PM,Derailment,0,MERIDIAN,MS,46.0,4,Dark,Clear,Yard,,0,0,3997,27547,H506,32.363171999999999,-88.692628999999997
BNSF,PR0315121,2015-03-09,3:00 PM,Rear end collision,0,BRIDGEPORT,NE,50.0,2,Day,Clear,Main,Spec. MoW Equip.,0,100000,0,105000,H997,41.528661,-103.02378
ATK,175848,2023-08-07,6:05 PM,Hwy-rail crossing,0,GRANITE CITY,IL,80.0,2,Day,Clear,Main,Passenger Train - Pulling,79,12661,0,12661,M308,38.751662000000003,-90.103633000000002
UP,0621GP034,2021-06-26,7:55 AM,Other impacts,0,NORTH PLATTE,NE,63.0,1,Dawn,Cloudy,Yard,Yard/switching,7,15829,183036,198930,M411,41.147433999999997,-100.83377900000001
CP,1000593182,2017-07-22,1:50 PM,Other impacts,0,ST PAUL,MN,90.0,2,Day,Clear,Yard,Yard/switching,4,1146,0,67490,E39C,44.936521999999997,-93.037756000000002
CMR,02182016,2016-02-18,10:30 AM,Derailment,0,OLIVETTE,MO,44.0,2,Day,Cloudy,Yard,Freight Train,5,68752,15100,83852,T221,38.685561999999997,-90.390051
BNSF,MT1020103,2020-10-10,8:40 PM,Derailment,0,GREAT FALLS,MT,42.0,3,Dusk,Clear,Main,Freight Train,7,12010,0,12010,M204,47.501387999999999,-111.314357
UP,0817KC002,2017-08-02,4:20 AM,Derailment,0,WICHITA,KS,72.0,4,Dark,Clear,Yard,Yard/switching,3,200355,35910,236265,T220,37.732854000000003,-97.319817
WTRY,WTR434519,2019-06-24,11:29 AM,Derailment,0,WILMINGTON,NC,92.0,2,Day,Clear,Yard,Yard/switching,6,1147,26407,27554,M507,34.196168999999998,-77.949197999999996
UP,0815SL004,2015-08-05,11:15 AM,Hwy-rail crossing,0,BLOOMINGTON,IL,79.0,2,Day,Clear,Main,Spec. MoW Equip.,10,33674,12630,46304,M308,40.363658999999998,-89.112487000000002
BNSF,PR1114116,2014-11-20,1:00 PM,Derailment,0,ALLIANCE,NE,50.0,2,Day,Clear,Yard,Freight Train,8,127998,188903,316901,E40C,42.088414,-102.886931
UP,0118NP055,2018-01-08,8:09 PM,Fire/violent rupture,0,NORTH PLATTE,NE,32.0,4,Dark,Clear,Yard,Light loco(s),0,70861,0,70861,E73L,41.145307000000003,-100.832668
WC,1150547,2024-05-26,7:15 AM,Derailment,0,PROCTOR,MN,65.0,2,Day,Clear,Yard,Freight Train,1,31894,36560,68454,H525,46.750464999999998,-92.234330999999997
KCS,21010701,2021-01-07,12:10 PM,Derailment,0,VICKSBURG,MS,40.0,2,Day,Rain,Main,Freight Train,15,128000,0,128000,H505,32.344301000000002,-90.883747999999997
BNSF,HL1019119,2019-10-20,4:17 PM,Derailment,0,LINCOLN,NE,60.0,2,Day,Clear,Yard,Yard/switching,4,27561,1200,28761,E76L,40.807850000000002,-96.776539
CRSH,121031,2016-06-28,1:45 AM,Raking collision,0,CAMDEN,NJ,72.0,4,Dark,Rain,Yard,Yard/switching,4,8399,2260,20454,H318,39.951360999999999,-75.090918000000002
ATK,164541,2020-06-04,10:37 PM,Derailment,0,OMAHA,NE,80.0,4,Dark,Clear,Main,Passenger Train - Pulling,30,47100,0,49100,E46L,41.229002999999999,-95.915334999999999
NS,114865,2015-03-16,10:45 PM,Derailment,0,BALTIMORE,MD,48.0,4,Dark,Clear,Yard,Freight Train,6,13564,300,13864,H702,39.296639999999996,-76.540858
CSX,000176589,2018-05-24,11:30 AM,Side collision,0,LOUISVILLE,KY,85.0,2,Day,Clear,Yard,Yard/switching,4,11122,38759,111890,H306,38.160708999999997,-85.749173999999996
NS,126392,2017-08-26,3:45 AM,Other impacts,0,WILMORE,KY,73.0,4,Dark,Clear,Main,Freight Train,0,100,0,11187,E89C,37.791744999999999,-84.726512999999997
BNSF,TC0323143,2023-03-29,5:56 PM,Derailment,0,MANDAN,ND,22.0,3,Dusk,Clear,Yard,Light loco(s),3,18000,0,18000,M101,46.824337,-100.900964
BEAR,BER737524A,2024-03-15,6:35 AM,Raking collision,0,LEOMINSTER,MA,37.0,1,Dawn,Fog,Main,Freight Train,0,0,0,0,M505,42.556206000000003,-71.751891999999998
CRSH,144419,2022-02-17,11:40 AM,Derailment,0,NEWARK,NJ,66.0,2,Day,Clear,Yard,,0,0,9896,16478,H702,40.704566,-74.129962000000006
UP,0524GP023,2024-05-22,8:17 PM,Derailment,0,NORTH PLATTE,NE,65.0,4,Dark,Cloudy,Yard,Freight Train,8,58797,92662,151459,E64C,41.143810999999999,-100.78567200000001
CPKC,1002154802,2024-08-18,5:55 AM,Other impacts,0,ST PAUL,MN,60.0,4,Dark,Clear,Yard,Yard/switching,1,11684,30,38955,H307,48.926099999999998,-93.023099999999999
BNSF,RD0322108,2022-03-07,6:40 PM,Obstruction,0,LAFAYETTE,LA,65.0,3,Dusk,Clear,Yard,Cut of cars,0,155,17202,17357,M402,30.234822000000001,-92.048838000000003
NS,153485,2023-06-30,10:00 PM,Other impacts,0,SOUTHMONT,NC,75.0,4,Dark,Clear,Yard,Single Car,4,878,0,13655,H312,35.738906,-80.332949999999997
CSX,000215969,2024-02-05,6:25 AM,Derailment,0,ROCKY MOUNT,NC,38.0,1,Dawn,Clear,Yard,Yard/switching,6,81559,655,82214,H702,35.917687000000001,-77.805566999999996
CSX,000220165,2024-08-26,2:50 PM,Other impacts,0,MONROE,NC,91.0,2,Day,Clear,Yard,Cut of cars,0,45000,0,55257,H021,34.984836999999999,-80.548089000000004
KCS,19012601,2019-01-26,5:15 AM,Other impacts,0,ARTESIA,MS,29.0,4,Dark,Clear,Yard,Cut of cars,0,500,0,27215,H306,33.417064000000003,-88.643360999999999
NS,157583,2024-08-02,8:10 AM,Side collision,0,ADRIAN,MI,73.0,2,Day,Cloudy,Main,Freight Train,26,382019,261000,1397360,H021,41.892069999999997,-84.015974999999997
UP,0216CB012,2016-02-20,10:15 AM,Derailment,0,BOONE,IA,50.0,2,Day,Clear,Yard,Cut of cars,0,5828,0,86302,T220,42.060758999999997,-93.854699999999994
UP,0320GL018,2020-03-23,5:30 AM,Other impacts,0,GRAND ISLAND,NE,39.0,1,Dawn,Fog,Yard,Cut of cars,0,48805,0,56321,H306,40.936461999999999,-98.314948000000001
MRL,2019091,2019-08-02,4:25 AM,Derailment,0,MISSOULA,MT,55.0,4,Dark,Clear,Main,Freight Train,24,37152,2132,39284,M299,46.963892000000001,-114.116272
NS,136546,2019-12-17,10:20 AM,Raking collision,0,ELKHART,IN,32.0,2,Day,Cloudy,Yard,Yard/switching,10,61873,66324,215585,H399,41.67736,-85.978494999999995
CRSH,116938,2015-08-13,10:10 AM,Raking collision,0,NEWARK,NJ,85.0,2,Day,Clear,Yard,Yard/switching,10,144396,750,145414,S006,40.713667999999998,-74.142477
UP,1215NP022,2015-12-21,1:00 AM,Hwy-rail crossing,1,SIDNEY,NE,14.0,4,Dark,Fog,Main,Freight Train,69,1408285,497746,1906031,M305,41.210984000000003,-103.096964
UP,0519GP034,2019-05-17,12:50 AM,Other (describe in narrative),0,NORTH PLATTE,NE,67.0,4,Dark,Cloudy,Yard,Single Car,0,49009,0,49009,M411,41.149320000000003,-100.852771
UP,1120GP003,2020-11-04,11:15 PM,Other impacts,0,NORTH PLATTE,NE,48.0,4,Dark,Clear,Yard,Cut of cars,2,100,0,11629,M411,41.152005000000003,-100.82447000000001
NS,129480,2018-05-16,7:25 AM,Hwy-rail crossing,0,LEESBURG,IN,64.0,1,Dawn,Clear,Main,Freight Train,33,20308,77780,98088,M303,41.331949999999999,-85.844489999999993
UP,1020GP025,2020-10-24,8:38 PM,Hwy-rail crossing,0,GLENVIL,NE,33.0,4,Dark,Cloudy,Main,Freight Train,30,11206,3862,15068,M303,40.494748000000001,-98.241596999999999
UP,0422GP037,2022-04-29,5:50 PM,Derailment,0,SHELTON,NE,73.0,2,Day,Cloudy,Main,Freight Train,39,174392,110625,285017,M105,40.773184000000001,-98.759316999999996
CP,1000946766,2019-02-28,10:00 AM,Other impacts,0,KANSAS CITY,MO,23.0,2,Day,Cloudy,Yard,Cut of cars,1,26000,0,36000,H020,39.128760999999997,-94.517204000000007
CSX,000211477,2023-05-25,3:16 PM,Other impacts,0,SOUTH SHORE,KY,72.0,2,Day,Clear,Main,Spec. MoW Equip.,0,1577110,39,1697972,H993,38.727930000000001,-82.881206000000006
MRL,2017027,2017-02-14,10:04 AM,Other impacts,0,ALBERTON,MT,30.0,2,Day,Clear,Main,Freight Train,36,50000,0,50000,H402,47.018000000000001,-114.518
UP,0117DV017,2017-01-03,10:23 PM,Obstruction,0,STEAMBOAT SPGS,CO,32.0,4,Dark,Cloudy,Main,Freight Train,33,39942,150,40092,M101,40.492784999999998,-106.951407
NS,153363,2023-06-15,2:47 AM,Derailment,0,STREATOR,IL,55.0,4,Dark,Clear,Yard,,0,0,163,13663,H702,41.098050000000001,-88.810772
BNSF,CH0921106,2021-09-13,5:10 AM,Derailment,0,GALESBURG,IL,64.0,1,Dawn,Clear,Yard,Yard/switching,4,12846,1000,13846,H316,40.900132999999997,-90.387570999999994
CSX,000148099,2015-06-16,5:00 PM,Other impacts,0,BALTIMORE,MD,86.0,3,Dusk,Cloudy,Yard,Single Car,2,400,0,14098,M599,39.235430000000001,-76.591320999999994
NJTR,202103095,2021-02-23,4:20 PM,Other (describe in narrative),0,NEWARK,NJ,40.0,2,Day,Clear,Main,Commuter Train - Pulling,0,16990,0,16990,H508,40.733038999999998,-74.166098000000005
NS,125387,2017-06-11,4:00 AM,Other (describe in narrative),0,CHICAGO,IL,74.0,1,Dawn,Cloudy,Yard,Yard/switching,3,30,35743,35773,H702,41.697633000000003,-87.564577999999997
UP,0323GL035,2023-03-14,12:00 PM,Other (describe in narrative),0,SOUTH ST PAUL,MN,50.0,2,Day,Clear,Yard,Single Car,0,16138,0,16138,M507,44.903753000000002,-93.043440000000004
CSX,000211283,2023-05-12,9:30 AM,Derailment,0,CUMBERLAND,MD,65.0,2,Day,Clear,Yard,Yard/switching,2,12400,112,12512,H504,39.644530000000003,-78.760879000000003
NIRC,2018070653,2018-04-15,5:04 PM,Hwy-rail crossing,0,BLUE ISLAND,IL,34.0,3,Dusk,Rain,Main,Commuter Train - Pushing,70,30312,0,30312,M308,41.677549999999997,-87.666510000000002
BNSF,MT0124114,2024-01-31,6:00 AM,Derailment,0,LAUREL,MT,31.0,1,Dawn,Clear,Yard,Freight Train,6,16501,0,236592,H318,45.675545999999997,-108.741889
IC,851394,2015-05-27,4:30 AM,Side collision,0,BATON ROUGE,LA,81.0,4,Dark,Cloudy,Yard,Freight Train,4,104299,0,115473,H307,30.469646999999998,-91.189296999999996
UP,0715PR007,2015-07-15,7:17 PM,Other impacts,0,NORTHLAKE,IL,70.0,4,Dark,Cloudy,Yard,Single Car,0,3745,0,18790,M411,41.893904999999997,-87.889093000000003
TCWR,TCW073017,2017-07-30,2:00 PM,Derailment,0,COLOGNE,MN,80.0,2,Day,Clear,Main,Freight Train,0,600000,50000,650000,E4BC,44.768900000000002,-93.780600000000007
NS,144559,2022-03-02,12:51 AM,Other impacts,0,LOUISVILLE,KY,40.0,4,Dark,Clear,Yard,Single Car,0,51900,300,129945,H312,38.263516000000003,-85.801423
CSX,000177267,2018-06-28,10:05 AM,Derailment,0,LOUISVILLE,KY,88.0,2,Day,Clear,Yard,Yard/switching,5,132651,9076,141727,E64C,38.160708999999997,-85.749173999999996
BNSF,PR1019204,2019-10-22,7:02 AM,Hwy-rail crossing,0,GARRISON,NE,43.0,1,Dawn,Clear,Main,Freight Train,23,14490,0,14490,M308,41.205213999999998,-97.148397000000003
NS,130320,2018-07-23,10:00 PM,Other impacts,0,SOUTHMONT,NC,73.0,4,Dark,Clear,Yard,Yard/switching,7,68265,0,71265,M408,35.736021999999998,-80.336566000000005
BNSF,PR0719106,2019-07-09,3:05 AM,Derailment,0,SUPERIOR,NE,70.0,4,Dark,Rain,Main,Freight Train,6,950000,158000,1108000,M103,40.037261999999998,-98.159102000000004
UP,0217SL005,2017-02-06,11:30 PM,Derailment,0,POPLAR BLUFF,MO,65.0,4,Dark,Clear,Yard,Yard/switching,4,31664,16732,48396,M405,36.734859999999998,-90.412560999999997
KCT,UP220411,2022-04-11,7:53 AM,Derailment,0,KANSAS CITY,MO,55.0,1,Dawn,Clear,Main,,0,0,151722,771921,M204,39.109000000000002,-94.504000000000005
MBTA,2024043,2024-02-27,2:03 PM,Other (describe in narrative),0,ACTON,MA,42.0,2,Day,Clear,Main,Passenger Train - Pushing,52,40459,0,40459,M404,42.463284999999999,-71.466755000000006
CSX,000176589,2018-05-24,11:30 AM,Side collision,0,LOUISVILLE,KY,85.0,2,Day,Clear,Yard,Freight Train,8,62009,0,111890,H306,38.160708999999997,-85.749173999999996
MNCW,72717,2020-07-29,10:06 AM,Derailment,0,STAMFORD,CT,83.0,2,Day,Clear,Yard,EMU,3,80147,0,80147,H999,41.052010000000003,-73.528959999999998
ALS,20210820,2021-08-20,9:50 AM,Derailment,0,EAST ST LOUIS,IL,88.0,2,Day,Clear,Yard,Yard/switching,4,209012,12852,221864,H018,38.596874999999997,-90.146534000000003
IC,834788,2014-12-09,6:10 PM,Hwy-rail crossing,0,FLORA,MS,40.0,4,Dark,Clear,Main,,0,0,17739,20439,M308,32.401409000000001,-90.148421999999997
NECR,NEC394619A,2019-12-30,12:20 PM,Obstruction,0,CLAREMONT,NH,32.0,2,Day,Rain,Main,,0,0,0,19945,M404,43.314036999999999,-72.380295000000004
BNSF,PR0120109,2020-01-15,1:30 AM,Derailment,0,ALLIANCE,NE,34.0,4,Dark,Clear,Yard,Yard/switching,8,19404,0,19404,H303,42.067926,-102.898005
KCS,19070203,2019-07-02,5:45 PM,Derailment,0,CORINTH,MS,86.0,3,Dusk,Clear,Yard,Freight Train,5,2569,0,11740,H505,34.934145999999998,-88.506225999999998
UP,0819PR020,2019-08-14,12:00 PM,Other (describe in narrative),0,CHICAGO,IL,80.0,2,Day,Cloudy,Yard,Single Car,0,41751,0,41751,E29C,41.899777999999998,-87.907617000000002
NS,129691,2018-06-02,1:40 PM,Derailment,0,ASHEVILLE,NC,80.0,2,Day,Clear,Main,Freight Train,4,12614,32387,45001,M405,35.586522000000002,-82.567314999999994
UP,0717NP005,2017-07-06,7:27 AM,Hwy-rail crossing,0,DIX,NE,89.0,2,Day,Clear,Main,Freight Train,46,15431,44608,60039,M302,41.238953000000002,-103.528069
BNSF,HL0819117,2019-08-14,10:57 PM,Derailment,0,LINCOLN,NE,80.0,4,Dark,Clear,Yard,Freight Train,6,10000,2100,12100,H702,40.807778999999996,-96.778944999999993
UP,0822HL023,2022-08-18,11:30 AM,Derailment,0,KANSAS CITY,MO,79.0,2,Day,Clear,Yard,,0,0,3800,62542,H702,39.120826999999998,-94.496988000000002
NS,140069,2020-12-20,8:15 PM,Other impacts,0,MELVINDALE,MI,38.0,4,Dark,Clear,Yard,Yard/switching,4,13303,500,13803,H312,42.275585999999997,-83.184336999999999
BNSF,KS0822101,2022-08-03,3:51 AM,Side collision,0,KANSAS CITY,KS,72.0,4,Dark,Clear,Yard,Yard/switching,9,55420,0,82420,H607,39.081097,-94.673795999999996
CSX,000179808,2018-11-12,11:38 AM,Derailment,0,ATHENS,GA,45.0,2,Day,Rain,Siding,Yard/switching,3,66582,3529,70111,M503,33.969974999999998,-83.399842000000007
BNSF,MT0124114,2024-01-31,6:00 AM,Derailment,0,LAUREL,MT,31.0,1,Dawn,Clear,Yard,Yard/switching,4,40091,180000,236592,H318,45.675545999999997,-108.741889
NS,152510,2023-03-10,4:55 PM,Derailment,0,SHARP,NC,71.0,3,Dusk,Clear,Yard,Freight Train,6,14751,2834,17585,S011,35.738906,-80.332949999999997
CAGY,CAG902324D,2024-08-21,8:00 AM,Derailment,0,INDIANOLA,MS,68.0,2,Day,Clear,Main,Freight Train,10,33000,10006000,10039000,E24C,33.433306999999999,-90.597528999999994
NS,117232,2015-09-03,3:20 PM,Derailment,0,CHARLOTTE,NC,80.0,2,Day,Clear,Yard,Freight Train,6,10000,4100,14100,H518,35.240791999999999,-80.822879999999998
UP,0122GL011,2022-01-19,7:40 PM,Other (describe in narrative),0,COLUMBUS,NE,6.0,3,Dusk,Cloudy,Yard,Yard/switching,3,11552,0,11552,H523,41.427453999999997,-97.368720999999994
BNSF,CH0617107,2017-06-10,2:15 AM,Derailment,0,ELWOOD,IL,70.0,4,Dark,Clear,Yard,Yard/switching,4,14766,0,14766,E24C,41.380600000000001,-88.151797000000002
NS,146078,2022-08-04,3:45 PM,Hwy-rail crossing,0,DURHAM,NC,90.0,2,Day,Clear,Main,,0,0,894,17424,M303,35.972451999999997,-78.866814000000005
TCWR,TCW091217A,2017-09-12,9:20 AM,Hwy-rail crossing,0,MILAN,MN,75.0,2,Day,Clear,Main,Freight Train,28,40000,0,40000,M302,45.044199999999996,-95.524100000000004
UP,0819GL040,2019-08-29,1:25 AM,Other impacts,0,SHAKOPEE,MN,57.0,4,Dark,Clear,Yard,Cut of cars,1,16324,0,22251,H020,44.787840000000003,-93.412654000000003
NS,156783,2024-05-21,2:00 AM,Other impacts,0,CHARLOTTE,NC,75.0,4,Dark,Clear,Yard,Single Car,0,46823,0,144269,H318,35.247627000000001,-80.811160999999998
CRSH,135421,2019-09-07,6:30 PM,Raking collision,0,RIVER ROUGE,MI,70.0,3,Dusk,Clear,Yard,Cut of cars,0,1578,0,131151,H020,42.260292,-83.143082000000007
BNSF,MT0921102,2021-09-04,8:13 PM,Derailment,0,GREAT FALLS,MT,65.0,3,Dusk,Clear,Yard,Freight Train,7,72753,8715,81468,H525,47.516444,-111.360114
UP,0422GL005,2022-04-04,5:20 PM,Derailment,0,FREMONT,NE,59.0,2,Day,Clear,Main,Freight Train,34,5108,465450,470558,E53C,41.447235999999997,-96.558772000000005
UP,0719GP033,2019-07-28,4:13 AM,Derailment,0,NORTH PLATTE,NE,70.0,1,Dawn,Clear,Yard,Yard/switching,10,36400,147125,183525,H506,41.149859999999997,-100.809822
UP,0321GL024,2021-03-25,4:52 PM,Hwy-rail crossing,0,FREMONT,NE,49.0,2,Day,Cloudy,Main,Freight Train,20,287,86812,87099,M303,41.427793000000001,-96.492536000000001
ATK,139565,2015-10-10,8:56 AM,Hwy-rail crossing,0,MINTER CITY,MS,62.0,2,Day,Clear,Main,Passenger Train - Pulling,70,23607,0,23632,M302,33.767929000000002,-90.242249000000001
BNSF,RD0418117,2018-04-15,9:30 PM,Other impacts,0,LAFAYETTE,LA,48.0,4,Dark,Clear,Yard,Yard/switching,7,13777,0,13777,H318,30.234577999999999,-92.054072000000005
CRSH,142666,2021-08-20,11:13 PM,Other (describe in narrative),0,CAMDEN,NJ,75.0,4,Dark,Rain,Yard,Yard/switching,4,32127,0,32127,H312,39.950921999999998,-75.090877000000006
NS,152341,2023-02-18,1:10 PM,Other impacts,0,DURHAM,NC,58.0,2,Day,Clear,Yard,Single Car,0,15000,517,15667,H312,35.994762999999999,-78.902309000000002
NS,154775,2023-11-14,10:30 AM,Other impacts,0,SOUTHMONT,NC,49.0,2,Day,Clear,Yard,Single Car,5,29390,0,122540,H312,35.740859999999998,-80.330499000000003
UP,0318NP011,2018-03-07,2:00 AM,Fire/violent rupture,0,NORTH PLATTE,NE,20.0,4,Dark,Clear,Yard,Freight Train,0,269754,0,269754,E72L,41.155169000000001,-100.842162
CP,1000630587,2017-10-05,2:39 AM,Rear end collision,0,COTTAGE GROVE,MN,45.0,4,Dark,Cloudy,Main,Freight Train,17,15000,27,32167,H605,44.783230000000003,-92.889223999999999
UP,0915LV007,2015-09-05,8:01 PM,Derailment,0,LIVONIA,LA,85.0,4,Dark,Clear,Yard,Yard/switching,1,5963,47842,53805,M402,30.538682999999999,-91.563863999999995
BNSF,PR1019108,2019-10-11,9:50 PM,Rear end collision,0,LAKESIDE,NE,35.0,4,Dark,Clear,Main,Freight Train,26,35000,15000,1306925,H605,42.069496999999998,-102.587301
UP,0122GP031,2022-01-20,1:06 PM,Other impacts,0,NORTH PLATTE,NE,13.0,2,Day,Cloudy,Yard,Cut of cars,4,0,0,41399,E49C,41.146686000000003,-100.837987
