reportingrailroadcode,accidentnumber,date,time,accidenttype,hazmatreleasedcars,station,stateabbr,temperature,visibility_code,visibility,weathercondition,tracktype,equipmenttype,trainspeed,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,latitude,longitude,prior_temp,actual_temp,following_temp
NS,146387,9/5/2022,4:20 PM,Derailment,0,MEMPHIS,TN,89,3,Dusk,Clear,Yard,Freight Train,5,12100,5000,17100,T317,35.115576,-89.974209,78.6,81.4,79.9
WTNN,215,3/11/2015,5:30 PM,Derailment,0,JACKSON,TN,70,3,Dusk,Clear,Main,Freight Train,5,25000,12000,37000,T314,35.604569,-88.805401,56.1,52.7,56.0
KCS,18092101,9/21/2018,11:15 PM,Derailment,0,COPEVILLE,TX,80,4,Dark,Rain,Main,Freight Train,23,572449,206367,778816,T002,33.126576,-96.392778,80.9,77.7,73.6
ALS,0224AS011,2/21/2024,3:40 PM,Derailment,0,EAST ST LOUIS,IL,72,2,Day,Clear,Main,Freight Train,10,27527,0,156053,T403,38.597132,-90.155073,46.7,56.2,56.6
NS,143266,10/25/2021,8:45 PM,Derailment,0,SURGOINSVILLE,TN,60,4,Dark,Rain,Industry,Freight Train,8,10600,8871,19471,T110,36.501084,-82.789664,59.1,58.3,49.7
BNSF,HL0119130,1/24/2019,5:40 AM,Derailment,0,MEMPHIS,TN,32,1,Dawn,Clear,Yard,Yard/switching,7,14676,1500,16176,T202,35.026061,-89.890054,43.0,34.8,32.7
NS,137148,2/12/2020,10:40 AM,Derailment,0,SHIREMANSTOWN,PA,40,2,Day,Cloudy,Industry,Freight Train,4,13407,0,13407,T314,40.232583,-76.918869,45.9,41.5,43.2
IHB,2203,4/7/2016,6:32 AM,Derailment,0,EAST CHICAGO,IN,0,1,Dawn,Sleet,Siding,Freight Train,5,4092,8325,12417,T314,41.633365,-87.459299,46.2,39.0,36.5
BNSF,KS0823111,8/25/2023,6:20 PM,Derailment,0,HUTCHINSON,KS,100,3,Dusk,Clear,Yard,Yard/switching,5,3000,23298,26298,T111,38.048887,-97.871909,88.0,88.4,75.5
NS,152125,1/29/2023,7:40 PM,Other (describe in narrative),0,CHATTANOOGA,TN,50,3,Dusk,Rain,Yard,Freight Train,2,16925,32914,51139,T311,35.007198,-85.375514,44.4,47.7,51.0
CSX,000200888,10/24/2021,4:30 AM,Derailment,0,MIAMI-DADE,FL,88,1,Dawn,Clear,Yard,Yard/switching,5,2713,0,27213,T110,25.803201,-80.253274,79.1,80.7,81.7
BNSF,SF0415105,4/8/2015,3:00 AM,Derailment,0,MEMPHIS,TN,65,4,Dark,Clear,Yard,Yard/switching,8,15737,12500,28237,T403,35.024239,-89.887985,72.0,75.5,76.5
CSX,000202831,2/2/2022,1:40 AM,Derailment,0,PEMBROKE,KY,40,4,Dark,Rain,Industry,Freight Train,5,84593,662,85255,T110,36.772466,-87.349915,50.8,47.1,32.1
UP,0322HL007,3/10/2022,12:30 AM,Derailment,0,COFFEYVILLE,KS,38,4,Dark,Cloudy,Yard,Freight Train,4,87712,200,87912,T202,37.027544,-95.624328,38.9,33.9,27.3
NS,122719,11/10/2016,12:20 AM,Derailment,0,CHATTANOOGA,TN,35,4,Dark,Clear,Yard,Yard/switching,6,603,10735,11338,T311,35.060735,-85.2668,59.1,52.5,52.0
UP,0717UT016,7/19/2017,4:20 AM,Derailment,0,SODA SPRINGS,ID,50,4,Dark,Clear,Industry,Freight Train,4,5422,18489,23911,T317,42.737942,-111.544836,64.4,66.4,65.6
BNSF,SF0116103,1/8/2016,12:15 AM,Derailment,0,MEMPHIS,TN,46,4,Dark,Rain,Yard,Yard/switching,10,20106,15000,35106,T110,35.026386,-89.892894,45.2,52.3,48.9
NS,128105,1/12/2018,5:15 PM,Derailment,0,CHATTANOOGA,TN,28,3,Dusk,Clear,Industry,Yard/switching,5,250,500,750,T110,35.008379,-85.315787,58.2,48.9,26.9
NS,152125,1/29/2023,7:40 PM,Other (describe in narrative),0,CHATTANOOGA,TN,50,3,Dusk,Rain,Yard,Cut of cars,0,1300,0,51139,T311,35.007198,-85.375514,44.4,47.7,51.0
NS,119933,3/30/2016,6:15 PM,Derailment,0,LAFAYETTE,IN,53,3,Dusk,Rain,Yard,Yard/switching,8,213500,1015,214515,T207,40.374727,-86.845043,42.4,49.5,58.6
CSX,000193555,10/30/2020,1:45 AM,Derailment,0,NASHVILLE,TN,50,4,Dark,Cloudy,Yard,Yard/switching,5,203427,3768,207195,T207,36.112142,-86.770737,62.3,49.1,51.8
NICD,N2000003,2/22/2020,7:03 AM,Derailment,0,CHICAGO,IL,50,2,Day,Clear,Main,Commuter Train - Pulling,9,13613,0,24056,T314,41.525043,-87.372284,25.0,38.0,43.5
CSX,000167911,3/31/2017,3:35 PM,Derailment,0,INDIANAPOLIS,IN,43,2,Day,Cloudy,Yard,Cut of cars,9,19750,990,20740,T313,39.759791,-86.327526,58.9,49.0,45.6
NS,125924,7/21/2017,4:45 PM,Derailment,0,GLENMARY,TN,97,3,Dusk,Clear,Main,Freight Train,35,0,15781,15781,T109,36.308547,-84.622721,79.1,81.3,82.3
BNSF,HL0419116,4/24/2019,4:30 PM,Derailment,0,MEMPHIS,TN,78,2,Day,Clear,Yard,Yard/switching,5,95096,0,95096,T210,35.023209,-89.889722,66.8,70.2,66.2
PAL,2015FEB2D,2/6/2015,6:50 PM,Derailment,0,MADISONVILLE,KY,30,3,Dusk,Clear,Yard,Freight Train,8,53000,0,84490,T207,37.332546,-87.483923,23.5,33.2,51.2
NS,128286,1/25/2018,4:30 PM,Derailment,0,ALTON,IL,51,3,Dusk,Clear,Yard,Yard/switching,7,14653,0,14653,T314,38.886747,-90.167969,31.7,43.5,48.4
UP,1016WH003,10/25/2016,2:45 PM,Derailment,0,COFFEYVILLE,KS,75,2,Day,Clear,Yard,Freight Train,10,11749,0,42019,T108,37.030211,-95.606538,62.6,67.3,66.9
CSX,000177060,6/17/2018,8:12 PM,Derailment,2,PRINCETON,IN,89,3,Dusk,Clear,Main,Freight Train,38,1388329,0,1803908,T109,38.320793,-87.575316,83.0,83.7,83.4
CSX,000174336,1/28/2018,7:30 PM,Derailment,0,NASHVILLE,TN,50,3,Dusk,Cloudy,Yard,Freight Train,6,14196,1879,16075,T319,36.112142,-86.770737,54.8,50.1,37.5
ALS,0324AS013,3/23/2024,5:00 PM,Derailment,0,EAST ST LOUIS,IL,51,2,Day,Clear,Yard,Yard/switching,4,10193,4248,14441,T403,38.586539,-90.139612,48.3,43.1,51.1
IC,982959,12/31/2018,3:40 AM,Derailment,0,MEMPHIS,TN,51,4,Dark,Rain,Yard,Freight Train,0,531908,0,996719,T208,35.075355,-90.054397,45.0,56.6,46.1
NS,122817,11/19/2016,1:40 PM,Derailment,0,NEW HAVEN,IN,35,2,Day,Snow,Yard,Freight Train,4,1547,16495,18042,T207,41.074437,-85.057632,60.4,36.7,33.4
UP,0418FW026,4/18/2018,1:23 AM,Derailment,0,MONAHANS,TX,68,4,Dark,Clear,Yard,Freight Train,8,341,219120,219461,T201,31.594889,-102.893844,75.1,68.0,65.2
BNSF,HL0718125,7/26/2018,7:15 AM,Derailment,0,MEMPHIS,TN,90,1,Dawn,Clear,Yard,Yard/switching,4,33216,79000,112216,T102,35.026614,-89.893545,82.2,82.3,80.1
UP,0118PD032,1/27/2018,4:30 AM,Other impacts,0,PORTLAND,OR,42,4,Dark,Clear,Yard,Yard/switching,6,6500,2452,11826,T102,45.545287,-122.680817,43.8,47.9,50.8
NS,121653,8/13/2016,2:15 AM,Derailment,0,ROCKWOOD,TN,80,4,Dark,Clear,Industry,Freight Train,7,6796,4500,11296,T110,35.868311,-84.684939,80.8,79.5,79.9
CSX,000144410,4/7/2015,12:35 PM,Derailment,0,NASHVILLE,TN,70,2,Day,Cloudy,Yard,Freight Train,8,19048,500,19548,T310,36.112148,-86.770741,60.6,68.6,73.3
CSX,000154684,11/24/2015,4:45 AM,Derailment,0,PHELPS,KY,28,4,Dark,Clear,Industry,Freight Train,5,34773,5000,39773,T312,37.528877,-82.385388,32.6,42.0,48.0
UP,1221PR009,12/15/2021,12:24 PM,Derailment,0,MELROSE PARK,IL,64,2,Day,Cloudy,Yard,Yard/switching,4,5428,7100,12528,T314,41.895634,-87.888923,44.2,59.7,45.3
CSX,000138056,11/25/2014,1:30 PM,Derailment,0,NASHVILLE,TN,36,2,Day,Clear,Yard,Freight Train,5,29455,250,29705,T310,36.119261,-86.772365,56.5,42.2,39.7
NS,115701,5/18/2015,2:30 PM,Derailment,0,LOOKOUT MOUNTAIN,TN,79,2,Day,Cloudy,Main,Freight Train,5,51486,200,51686,T314,35.008624,-85.315731,73.0,73.2,75.4
FEC,D70101521,10/15/2021,1:15 AM,Derailment,0,MIAMI-DADE,FL,78,4,Dark,Cloudy,Yard,Freight Train,8,2947,33161,36108,T210,25.831077,-80.307265,80.3,79.1,80.7
CSX,000176618,5/25/2018,8:00 PM,Derailment,0,NASHVILLE,TN,75,3,Dusk,Cloudy,Yard,Yard/switching,5,8642,2506,11148,T110,36.112142,-86.770737,77.6,76.6,73.4
UP,0723GL020,7/15/2023,7:08 AM,Derailment,0,DES MOINES,IA,68,2,Day,Clear,Yard,Light loco(s),4,12843,880,13723,T111,41.589101,-93.572291,76.8,75.6,73.1
CSX,000162662,9/6/2016,7:20 AM,Derailment,0,NASHVILLE,TN,75,1,Dawn,Clear,Yard,Yard/switching,5,20408,200,20608,T207,36.112142,-86.770737,79.7,79.9,80.4
NS,115493,5/2/2015,2:30 AM,Derailment,0,CARYVILLE,TN,41,4,Dark,Fog,Main,Freight Train,21,83000,67545,150545,T002,36.294447,-84.219076,52.7,57.9,62.3
CSX,000215218,12/22/2023,1:50 AM,Derailment,0,WAYCROSS,GA,45,4,Dark,Clear,Yard,Yard/switching,5,22061,401,22462,T101,31.206516,-82.362354,45.5,52.9,59.4
UP,0722MA028,7/13/2022,8:46 AM,Derailment,0,EAST ST LOUIS,IL,76,2,Day,Clear,Yard,Freight Train,2,17390,0,17390,T403,38.59604,-90.15354,81.4,77.5,80.1
BNSF,CA0918114,9/25/2018,7:47 PM,Derailment,0,FONTANA,CA,78,3,Dusk,Clear,Industry,Freight Train,6,8000,20000,28000,T110,34.077522,-117.505901,68.3,68.4,73.8
ALS,0524AS006,5/25/2024,9:28 PM,Derailment,0,EAST ST LOUIS,IL,70,4,Dark,Cloudy,Yard,Yard/switching,2,10714,1830,12544,T403,38.584195,-90.134912,75.0,71.8,71.6
CSX,000163551,10/12/2016,3:30 AM,Derailment,0,CHATTANOOGA,TN,47,4,Dark,Clear,Main,Freight Train,13,531484,80100,611584,T207,35.027478,-85.301124,62.4,60.9,65.6
CSX,000181846,3/15/2019,8:50 PM,Derailment,0,NASHVILLE,TN,44,4,Dark,Clear,Yard,Freight Train,7,21148,1956,23104,T202,36.112142,-86.770737,69.3,50.0,43.9
UP,0717UT003,7/6/2017,1:40 AM,Derailment,0,POCATELLO,ID,65,4,Dark,Clear,Yard,Yard/switching,6,5046,36354,41400,T399,42.860365,-112.444951,78.8,76.4,77.3
NS,127421,11/14/2017,1:40 PM,Derailment,0,LOUDON,TN,62,2,Day,Clear,Main,Freight Train,8,96810,81282,178092,T207,35.738951,-84.343453,48.6,45.5,45.1
CSX,000136827,10/28/2014,6:55 AM,Derailment,0,MADISONVILLE,KY,58,4,Dark,Clear,Yard,Freight Train,8,80177,1000,81177,T311,37.348835,-87.49427,72.7,63.5,54.2
BNSF,RD0721131,7/30/2021,2:55 PM,Derailment,0,AVONDALE,LA,90,2,Day,Clear,Main,Freight Train,9,131641,0,192873,T403,29.916694,-90.17763,86.3,87.0,84.3
MRL,2022011,2/8/2022,9:50 PM,Derailment,0,SUPERIOR,MT,28,4,Dark,Clear,Main,Freight Train,14,10000,340000,350000,T111,47.032279,-114.755642,30.4,30.8,34.3
BNSF,KS0515114,5/24/2015,10:55 AM,Derailment,0,KANSAS CITY,KS,55,2,Day,Rain,Yard,Yard/switching,4,14599,1600,16199,T111,39.086235,-94.677489,64.3,66.7,71.2
NS,120886,6/15/2016,9:30 PM,Derailment,0,FORT WAYNE,IN,77,4,Dark,Fog,Main,Freight Train,6,8841,0,20551,T207,41.071439,-85.108189,69.5,73.8,70.1
NS,153124,5/18/2023,5:15 AM,Derailment,0,MOUNTAIN VIEW,GA,67,1,Dawn,Clear,Yard,Freight Train,5,11650,32528,44178,T311,33.642468,-84.390228,71.5,68.1,66.9
CSX,000180116,11/28/2018,11:16 AM,Derailment,0,NASHVILLE,TN,41,2,Day,Clear,Yard,Cut of cars,8,40000,56216,214948,T207,36.112142,-86.770737,29.8,29.4,45.0
ISRR,ISR636620R,12/12/2020,2:45 PM,Derailment,0,LYNNVILLE,IN,42,2,Day,Cloudy,Industry,Freight Train,3,430766,46433,477199,T210,38.184518,-87.331709,54.7,51.4,41.0
NS,127350,11/8/2017,4:45 PM,Derailment,0,CHATTANOOGA,TN,55,3,Dusk,Clear,Industry,Freight Train,4,616,10487,11103,T110,34.996794,-85.316912,67.8,54.0,52.8
BNSF,KS1214107,12/14/2014,6:55 PM,Derailment,0,HUTCHINSON,KS,38,3,Dusk,Clear,Yard,Yard/switching,7,60000,5400,65400,T210,38.046687,-97.856872,51.8,56.4,40.7
NS,152560,3/16/2023,7:10 PM,Derailment,0,DECATUR,IL,32,4,Dark,Rain,Yard,Yard/switching,5,56937,7689,64626,T314,39.852182,-88.918343,38.7,46.9,34.2
IHB,2265,11/18/2016,8:00 PM,Derailment,0,EAST CHICAGO,IN,50,4,Dark,Cloudy,Industry,Freight Train,3,522,13690,14212,T199,41.632231,-87.456689,59.6,57.0,36.0
BNSF,RD0918142,9/28/2018,3:35 AM,Derailment,0,SHERMAN,TX,60,4,Dark,Clear,Yard,Freight Train,6,150000,100000,250000,T111,33.649697,-96.602682,64.5,65.6,67.4
IC,870654,11/7/2015,7:40 PM,Derailment,0,MEMPHIS,TN,42,4,Dark,Clear,Yard,Yard/switching,1,107209,10484,142268,T202,35.072608,-90.068208,67.2,57.2,54.3
UP,0815KC018,8/31/2015,4:00 PM,Derailment,0,TOPEKA,KS,88,2,Day,Clear,Industry,Yard/switching,7,46046,17305,63351,T314,39.085835,-95.733646,71.0,77.3,80.7
NS,153038,5/9/2023,12:51 AM,Derailment,0,BURNS HARBOR,IN,46,4,Dark,Clear,Yard,Freight Train,0,0,15472,28972,T102,41.621019,-87.126158,58.2,57.0,62.0
NS,115003,3/27/2015,4:30 AM,Derailment,0,SHEPHERD,TN,42,1,Dawn,Clear,Yard,Freight Train,9,2900,16208,24108,T207,35.076193,-85.216146,67.0,48.0,41.6
NS,154759,11/11/2023,9:00 AM,Derailment,0,MASCOT,TN,48,2,Day,Clear,Yard,Yard/switching,8,19100,8400,27500,T207,36.033045,-83.817204,54.3,52.6,53.7
CSX,000156092,1/16/2016,5:05 AM,Derailment,0,NASHVILLE,TN,37,4,Dark,Cloudy,Yard,Freight Train,9,99400,100,99500,T314,36.112142,-86.770737,45.9,36.9,31.7
NS,154446,10/9/2023,9:00 AM,Derailment,0,MACON,GA,58,2,Day,Clear,Yard,Freight Train,5,9374,3743,13117,T202,32.81373,-83.622794,56.2,58.3,62.7
BNSF,SF1114111,11/18/2014,6:45 AM,Derailment,0,MEMPHIS,TN,21,1,Dawn,Clear,Main,Freight Train,8,214050,0,339436,T310,35.115945,-89.990493,32.1,28.4,42.2
IC,982959,12/31/2018,3:40 AM,Derailment,0,MEMPHIS,TN,51,4,Dark,Rain,Yard,Yard/switching,4,339831,124980,996719,T208,35.075355,-90.054397,45.0,56.6,46.1
BNSF,KS1021104,10/12/2021,1:25 PM,Derailment,0,WICHITA,KS,70,2,Day,Clear,Yard,Yard/switching,6,26846,3000,29846,T102,37.745044,-97.334678,62.4,63.2,65.0
NJTR,201801038,1/11/2018,1:50 AM,Derailment,0,LONG ISLAND CITY,NY,35,4,Dark,Clear,Yard,Commuter Train - Pulling,5,24666,0,24741,T319,40.750508,-73.928366,35.3,43.9,53.5
NICD,N1800027,12/21/2018,11:40 PM,Other impacts,0,EAST CHICAGO,IN,32,4,Dark,Clear,Main,Passenger Train - Pulling,70,31902,12191,44093,T499,41.649594,-87.436542,44.3,34.2,31.9
CSX,000174258,1/25/2018,1:18 AM,Derailment,0,NASHVILLE,TN,32,4,Dark,Clear,Yard,Yard/switching,6,21331,1765,23096,T103,36.112142,-86.770737,40.3,40.2,46.6
UP,0819GC030,8/25/2019,9:15 AM,Derailment,0,LIVONIA,LA,77,2,Day,Cloudy,Yard,Yard/switching,7,181642,61484,243126,T205,30.519901,-91.547831,77.9,76.4,80.1
AB,DR190006,10/13/2019,3:30 PM,Derailment,0,AKRON,OH,65,2,Day,Clear,Siding,Freight Train,9,13209,0,26414,T110,41.065112,-81.452162,51.9,52.8,53.4
UP,1118HO011,11/12/2018,10:50 AM,Derailment,0,CROCKETT,TX,48,2,Day,Cloudy,Industry,Yard/switching,6,9936,4030,13966,T311,31.362785,-95.476919,46.5,44.6,35.1
UP,0918FW018,9/16/2018,9:45 AM,Derailment,0,DALLAS,TX,84,2,Day,Clear,Siding,Yard/switching,5,51201,141916,193117,T110,32.702193,-96.742942,80.2,82.6,84.8
BNSF,SF0816112,8/22/2016,4:55 PM,Derailment,0,MEMPHIS,TN,83,2,Day,Clear,Yard,Yard/switching,4,19157,5100,24257,T111,35.028665,-89.893236,76.9,76.8,81.0
BNSF,KS0615110,6/25/2015,12:48 PM,Derailment,0,KANSAS CITY,KS,75,2,Day,Cloudy,Main,Freight Train,6,18495,53000,71495,T109,39.088418,-94.698853,82.8,86.3,73.4
UP,1118PR021,11/25/2018,5:40 PM,Derailment,0,CHICAGO,IL,35,2,Day,Cloudy,Yard,Freight Train,6,52261,61656,113917,T205,41.862686,-87.682441,44.3,37.8,28.9
RJCP,RJCP2101,6/24/2021,1:00 PM,Derailment,0,WESTOVER,PA,75,2,Day,Clear,Main,Freight Train,13,20000,30000,50000,T110,41.001926,-78.273409,57.6,63.5,67.9
CSX,000161184,7/10/2016,10:00 PM,Derailment,0,CHATTANOOGA,TN,75,4,Dark,Cloudy,Yard,Yard/switching,5,59938,1000,60938,T207,35.006723,-85.376506,80.1,82.2,80.7
CSX,000184604,8/6/2019,11:55 AM,Derailment,0,NASHVILLE,TN,86,2,Day,Cloudy,Yard,Freight Train,5,33312,2152,35464,T102,36.112142,-86.770737,77.5,78.6,77.9
UP,1220PN024,12/23/2020,8:07 PM,Derailment,0,PORTLAND,OR,35,4,Dark,Cloudy,Yard,Yard/switching,6,9193,4147,13340,T319,45.605668,-122.749637,43.5,38.0,38.4
PGR,07082021,7/8/2021,10:30 AM,Derailment,0,LAKEVILLE,MN,87,2,Day,Clear,Industry,Freight Train,5,11330,5200,16530,T110,44.634066,-93.236034,60.0,61.6,66.4
BNSF,HL0122101,1/2/2022,12:46 AM,Derailment,0,MEMPHIS,TN,45,4,Dark,Rain,Yard,Yard/switching,4,4000,80000,84000,T207,35.027552,-89.89564,64.8,34.5,31.3
NICD,N1900005,1/30/2019,3:50 AM,Other impacts,0,HAMMOND,IN,-20,4,Dark,Clear,Main,Passenger Train - Pulling,50,63301,4716,68017,T404,41.658198,-87.565368,3.6,-15.0,-9.2
NS,146240,8/19/2022,10:40 PM,Derailment,0,CHATTANOOGA,TN,85,4,Dark,Cloudy,Yard,Freight Train,8,379002,173000,552002,T207,35.072249,-85.255534,77.2,74.7,75.4
NS,128703,3/4/2018,9:30 AM,Derailment,0,ELLIOTT,IL,48,2,Day,Clear,Main,Freight Train,2,11733,68487,80220,T110,40.464307,-88.38153,39.2,41.0,38.4
RJCP,RJCP2102,6/24/2021,6:30 PM,Derailment,0,HYDE,PA,75,2,Day,Clear,Main,Freight Train,10,20000,30000,50000,T202,41.0019,-78.2734,57.7,62.4,66.6
UP,0217PR018,2/14/2017,6:20 PM,Derailment,0,NORTHLAKE,IL,35,4,Dark,Clear,Yard,Freight Train,4,11242,1056,12298,T403,41.909328,-87.91514,35.5,40.4,31.3
CSX,000146255,5/15/2015,5:40 AM,Other impacts,0,LOUISVILLE,KY,60,4,Dark,Clear,Yard,Yard/switching,0,0,0,35515,T110,38.160785,-85.749194,65.1,76.0,71.8
NS,115003,3/27/2015,4:30 AM,Derailment,0,SHEPHERD,TN,42,1,Dawn,Clear,Yard,Cut of cars,0,5000,0,24108,T207,35.076193,-85.216146,67.0,48.0,41.6
NS,115114,4/3/2015,10:15 AM,Derailment,0,CHATTANOOGA,TN,70,2,Day,Clear,Yard,Yard/switching,0,5400,27203,32603,T313,35.060735,-85.2668,61.0,68.8,56.9
TRRA,24009OR,3/30/2024,12:00 PM,Derailment,0,EAST ST LOUIS,IL,45,2,Day,Clear,Main,Freight Train,0,0,17642,48035,T403,38.596944,-90.155277,60.7,69.5,67.8
NS,122390,10/12/2016,4:00 AM,Derailment,0,LOOKOUT MOUNTAIN,TN,49,1,Dawn,Clear,Main,Freight Train,13,0,31082,31082,T207,35.008624,-85.315731,62.3,60.8,65.5
NS,152099,1/26/2023,5:45 AM,Derailment,0,DECATUR,IL,25,1,Dawn,Snow,Yard,Freight Train,10,2137,20671,22808,T110,39.851597,-88.92466,33.7,24.8,31.4
BNSF,CH0624103,6/7/2024,1:45 AM,Derailment,0,GALESBURG,IL,55,4,Dark,Clear,Yard,Yard/switching,6,31631,6490,38121,T207,40.916349,-90.380335,71.7,69.8,67.9
BNSF,KS0623113,6/25/2023,6:08 AM,Derailment,0,KANSAS CITY,KS,71,1,Dawn,Clear,Yard,Light loco(s),4,800,15500,16300,T311,39.082634,-94.684892,85.1,79.4,76.5
NS,132671,1/30/2019,10:15 PM,Derailment,0,LAFAYETTE,IN,-8,4,Dark,Cloudy,Yard,Yard/switching,5,18115,51292,69407,T110,40.374726,-86.845004,8.2,-8.6,-1.4
CSX,000157216,2/19/2016,7:20 AM,Derailment,0,CLINTON,TN,38,2,Day,Clear,Industry,Freight Train,4,326435,50000,376435,T110,36.01974,-84.162292,40.6,48.8,54.8
IC,1148829,4/26/2024,11:45 AM,Derailment,0,CLIFTON,IL,58,2,Day,Rain,Industry,Freight Train,10,25100,9500,34600,T205,40.935838,-87.934402,45.2,50.8,67.9
CSX,000187966,1/21/2020,8:15 PM,Derailment,0,MADISONVILLE,KY,20,4,Dark,Clear,Yard,Freight Train,9,30729,735,31464,T207,37.349479,-87.494426,21.2,24.8,28.0
NS,132823,2/12/2019,5:55 PM,Obstruction,0,WARTBURG,TN,45,3,Dusk,Clear,Main,Freight Train,40,17064,0,17064,T002,36.065712,-84.650408,44.3,50.9,39.2
KCS,22092602,9/26/2022,8:45 PM,Derailment,0,FAIRMONT,IL,68,4,Dark,Clear,Yard,Freight Train,7,65906,0,72186,T303,38.642282,-90.098859,60.7,55.8,51.8
NS,155121,12/20/2023,6:30 AM,Derailment,0,SAVANNAH,GA,30,1,Dawn,Clear,Yard,Yard/switching,2,450,18483,18933,T207,32.084561,-81.131567,43.1,41.5,45.2
BNSF,NE0316107,3/24/2016,2:00 PM,Derailment,0,LINCOLN,NE,45,2,Day,Clear,Yard,Light loco(s),5,31684,9600,41284,T110,40.807707,-96.755931,50.8,36.5,42.0
CSX,000183301,5/31/2019,3:15 PM,Derailment,0,TERRE HAUTE,IN,70,2,Day,Clear,Yard,Freight Train,0,0,51420,238330,T202,39.476401,-87.402992,71.0,70.5,72.6
CSX,000185609,9/24/2019,10:00 PM,Derailment,0,NASHVILLE,TN,62,4,Dark,Cloudy,Yard,Yard/switching,8,19756,1300,21056,T102,36.112142,-86.770737,77.6,72.3,73.1
UP,0524MA037,5/25/2024,3:15 PM,Derailment,0,EMMET,AR,87,2,Day,Clear,Main,Freight Train,53,6031155,3259113,9290268,T204,33.72179,-93.481927,79.1,80.5,83.6
CSX,000156176,1/18/2016,4:45 AM,Derailment,0,BRUCETON,TN,14,4,Dark,Clear,Yard,Freight Train,4,21421,314,21735,T110,36.039783,-88.252181,27.2,14.7,18.0
NS,128634,2/25/2018,4:45 AM,Derailment,0,CHICAGO,IL,36,1,Dawn,Clear,Yard,Yard/switching,5,1263,11820,13083,T110,41.754823,-87.690338,38.8,40.1,42.6
NS,113066,11/18/2014,6:45 AM,Derailment,0,MEMPHIS,TN,21,1,Dawn,Clear,Main,Freight Train,0,0,125386,339436,T310,35.115945,-89.990493,32.1,28.4,42.2
NS,113620,12/30/2014,12:10 PM,Derailment,0,LOUISVILLE,KY,36,2,Day,Clear,Industry,Freight Train,4,18600,1500,20100,T110,38.249299,-85.802426,35.3,31.4,24.4
BNSF,HL0118112,1/15/2018,9:09 AM,Derailment,0,MEMPHIS,TN,8,2,Day,Clear,Yard,Freight Train,0,0,319315,580261,T201,35.127029,-90.064793,25.0,32.0,14.5
UP,1118HO002,11/2/2018,5:40 PM,Derailment,0,HOUSTON,TX,70,2,Day,Cloudy,Yard,Yard/switching,2,63447,30743,94190,T110,29.795405,-95.294297,61.7,61.4,68.5
NS,151828,12/23/2022,2:25 PM,Derailment,0,MACON,GA,50,2,Day,Clear,Yard,Freight Train,6,497522,274952,772474,T299,32.81373,-83.622794,44.7,34.3,21.2
CSX,000176213,5/4/2018,10:10 AM,Derailment,0,GALLATIN,TN,77,2,Day,Cloudy,Main,Freight Train,22,108120,0,261265,T106,36.4781,-86.466168,74.8,72.7,64.0
IC,1137595,8/12/2023,8:00 PM,Side collision,0,MEMPHIS,TN,83,3,Dusk,Clear,Yard,Yard/switching,4,50000,9509,60808,T306,35.06794,-90.106773,82.3,83.3,84.0
UP,0918LV005,9/7/2018,1:30 AM,Derailment,0,WESTWEGO,LA,85,4,Dark,Clear,Yard,Light loco(s),10,37741,3366,41107,T001,29.918302,-90.194435,81.1,80.6,82.0
CVR,CVR000004,6/22/2021,10:30 PM,Derailment,0,MOSCOW,KS,75,4,Dark,Clear,Main,Freight Train,9,22900,27822,50722,T201,37.275009,-101.26142,68.7,74.0,85.9
CSX,000151712,9/2/2015,5:09 PM,Derailment,0,MEMPHIS,TN,84,3,Dusk,Clear,Main,Freight Train,5,33000,0,33000,T112,35.023151,-89.893863,81.1,80.8,81.6
UP,1122MA023,11/17/2022,12:48 AM,Derailment,0,MEMPHIS,TN,34,4,Dark,Clear,Main,Freight Train,10,124337,0,130246,T102,35.12691,-90.056553,40.8,34.7,36.6
CSX,000183841,6/27/2019,3:20 PM,Derailment,0,TULLAHOMA,TN,93,2,Day,Clear,Main,Freight Train,33,448838,49491,498329,T109,35.327794,-86.17821,77.6,74.9,76.4
NS,151279,10/26/2022,9:15 AM,Derailment,0,CHATTANOOGA,TN,65,2,Day,Clear,Yard,Freight Train,5,105992,44029,316013,T319,35.007198,-85.375514,63.0,55.6,57.1
CSX,000218313,5/25/2024,10:30 AM,Derailment,0,LA FOLLETTE,TN,75,2,Day,Clear,Main,Freight Train,29,106472,341762,448234,T401,36.380737,-84.127629,70.4,71.1,68.4
NS,136028,11/1/2019,12:40 AM,Derailment,0,LOUISVILLE,KY,36,4,Dark,Clear,Siding,Yard/switching,6,464428,131076,595504,T207,38.263535,-85.801414,46.8,38.8,42.0
GRS,20170219W1,2/19/2017,5:30 PM,Derailment,0,HOOSICK FALLS,NY,50,3,Dusk,Clear,Siding,Freight Train,5,2984,30202,33186,T110,42.856413,-73.330201,32.9,47.3,34.5
CXRG,CX240613A,6/13/2024,3:11 PM,Derailment,0,SIERRA,CO,92,2,Day,Clear,Main,Freight Train,10,0,64274,64274,T109,37.52395,-105.256144,60.1,65.0,51.6
KCS,18042601,4/26/2018,1:36 AM,Derailment,0,WOODSBORO,TX,65,4,Dark,Cloudy,Siding,Freight Train,28,90502,0,334875,T207,28.241736,-97.329762,72.7,65.5,68.9
